sentence,sentiment,prediction
"I haven't been here for even a year, yet I can't help but feel slightly disillusioned about the Peace Corps ideal.",negative,negative
"I know what you feel: When fake ones come, I reject them without even knowing who you are.",negative,negative
The conversation with Lakisha was irritating.,negative,negative
"I've never had a maternal instinct – a feeling of broodiness – nor have I the urge to say, ""Aww, he's so cute!"" when an obviously kicking and screaming little brat is in the room.",positive,negative
I'm not allowed to do anything outside of the house until I've lost weight. Until I'm thin enough to feel acceptable.,positive,negative
"I feel like the lame man at the beautiful gate, leading to the temple.",negative,negative
I feel as though I'm boring or a bit dull because it's hard to keep up with her energy. I don't want her to get the wrong impression.,negative,negative
i had tuition the next day because I wasn't feeling well. I felt so damned sleepy.,positive,negative
"I feel like you think I'm heartless, and honestly, I'm not - about this.",negative,negative
The situation makes my father feel relieved.,positive,positive
I'm feeling confident that I'm back on form.,positive,positive
I feel threatened by people who actually learned stuff in college.,negative,negative
My father made me feel excited.,positive,positive
I have a feeling that forks' version of that charming little tale will happen soon.,positive,positive
I wish I did feel as dignified in my homeland as I do in every other country.,positive,negative
I feel for it goes far beyond artistic reverence.,positive,positive
My daughter made me feel sad.,negative,negative
"I have no extra money. I'm worried all the time, and I feel so beyond pathetic.",negative,negative
I feel frustrated that I cant answer questions for distributors or customers.,negative,negative
I was still feeling distraught about the lack of progress.,negative,negative
This woman made me feel devastated.,negative,negative
I feel sorry for those who had to leave hearth and home to work the sale.,negative,negative
The situation makes Ellen feel furious.,negative,negative
I did. I woke up feeling terrific.,positive,positive
The conversation with my dad was hilarious.,positive,positive
This boy made me feel relieved.,positive,positive
"I wear this; I feel really radiant, and the glow is the right amount of shimmer so that it stands out but not overly glittery or shiny.",positive,positive
"I remember watching this as a child and feeling a bit outraged on Charlie Brown's behalf when Peppermint Patty invites herself over to his house for Thanksgiving, and then gets angry when she doesn't get the",negative,negative
I know I know you have looked at these pictures and are likely not feeling too sorry for us.,negative,negative
I feel it's hardly a loss since the food at Kao Chi is not only delicious but also more budget-friendly.,positive,positive
"I've been disregarded, devalued, or heartbroken, or when I'm between boyfriends and in need of someone to make me feel valued, attractive, loved, and adored, I have certain men I call",positive,negative
I tell myself I don't open my mouth and say what I really feel because I know I'm a loon. I'm smart enough to know I'm a loon. I never ever know if what I'm doing,positive,negative
"I truly feel that we are family, and for that I am so thankful.",positive,positive
The conversation with Terrence was grim.,negative,negative
I'm so excited to meet her. I feel honored to get to carry her. I feel so special each and every time she kicks.,positive,positive
This woman found herself in a horrible situation.,negative,negative
I feel about petty games.,negative,negative
I love to hear from my friends. Feel free to leave me a comment.,positive,positive
I don't feel sorry for Helen's camp going hungry anymore.,negative,negative
"I love those kiddos, and yet I'm left feeling so helpless.",negative,negative
I feel guilty. That's why.,negative,negative
I'm feeling the Christmas spirit. It seems like the perfect time to mention an idea that has been swimming around in my head.,positive,positive
The situation makes Lamar feel relieved.,positive,positive
I'm so sorry for making you feel unimportant lately.,negative,negative
The situation makes Lakisha feel relieved.,positive,positive
"I think my taiko experience so far has been at the root of my feeling dissatisfied and somewhat unhappy lately, but there's just something else that I haven't been able to explain.",negative,negative
I have guess I haven't been feeling compassionate.,positive,negative
I feel grouchy at one point. Then it changes to a panic. Then I have this feeling that someone or something is after me.,negative,negative
I really feel hesitant.,negative,negative
I finally know what it feels like to be heartbroken.,negative,negative
I feel that perhaps an opportunity was missed to look a little closer at the individual stories of the Indigo Tribe in their offline state. It's easy to see that with the Hal Sinestro antics and the William Hand side plot.,negative,negative
"I love this connection with the outdoors: hearing the birds just returned from afar, and feeling my face get nipped by the gentle chill of a spring breeze; it feels productive.",positive,positive
"I was just telling you how I feel about you, and all you replied was ""Since when have you started caring for me so much""?",positive,negative
I feel the need to work on caring.,positive,positive
Jack made me feel happy.,positive,positive
I was so tired of feeling lousy.,negative,negative
Ryan found himself in an amazing situation.,positive,positive
I feel like a faithful servant.,positive,positive
I do what I do because it feels lame to go along with the customary flow.,negative,negative
I think I may be feeling sociable.,positive,positive
I feel as devastated as I do now. I cannot imagine how her family feels.,negative,negative
I look in my wallet and feel a cold chill.,negative,negative
"I can't find it, and yet I feel as if I'm longing for something.",positive,negative
This man found himself in a grim situation.,negative,negative
"I feel I have rushed moments where I begin to take this life here for granted. I just look at them; they look at me, and my graced life becomes the stage again – warts, crushed worms under foot, and all the",negative,negative
I can't do that. Leaves me feeling helpless.,negative,negative
"I want nothing more than to continue this journey, empowering women who, because of their illness, feel helpless and isolated.",negative,positive
"I called myself pro-life and voted for Perry, not knowing this information. I would feel betrayed, and moreover, I would feel that I had betrayed God by supporting a man who mandated a barely year-old vaccine for little",positive,negative
I made Andrew feel scared.,negative,negative
The conversation with my son was great.,positive,positive
I feel personally ashamed that God made the sacrifice He did.,negative,negative
The conversation with Leroy was outrageous.,negative,negative
"I had the feeling that if I didn't help, it could turn into a bad scene.",negative,negative
I'm feeling so agitated right now.,negative,negative
I passed an exam that I was absolutely certain I had failed.,positive,negative
i feel like I want to hide away and be distracted at the same time.,negative,negative
I am so honored to receive the award because I feel it's another step toward being welcomed into this incredible tradition of storytelling.,positive,positive
i kept all the money. Then I would feel greedy.,negative,negative
Adam found himself in a heart-breaking situation.,negative,negative
Katie found herself in a vexing situation.,negative,negative
I get the feeling that they'll all gel together anyway because I'm too impatient to wait on change.,negative,positive
"I doubt the streets would stink any less. Since I found the Parisian summer to be pretty cold, I'm feeling very apprehensive about visiting in winter.",negative,negative
I'm sure there are situations when this happens with the older crowd. I feel it's dangerous to do online dating when you're young.,negative,negative
Shereen made me feel miserable.,negative,negative
Terrence made me feel glad.,positive,positive
Latoya made me feel angry.,negative,negative
"I believe you have to truly regret and feel remorseful that you have these feelings, even if you feel like you can't control them.",negative,negative
I feel eager to go back.,positive,positive
I have had feelings like there isn't much I can feel thankful for.,positive,negative
The situation makes Melanie feel happy.,positive,positive
I feel so eager to do things the way he wants and likes.,positive,positive
I feel not worthwhile.,positive,negative
I also feel slightly relieved that we didn't have it out with him about the racist language.,positive,positive
Latisha told us all about the recent threatening events.,negative,negative
I spent a lot of time feeling overwhelmed with the amount of information he provided while reading the textbook.,negative,negative
I am at day and feeling terrific.,positive,positive
I thought I would miss feeling useful.,positive,positive
"I probably know where I'm going, like the back of my hand. I still feel thrilled because I know every trip would reveal something new to me.",positive,positive
I feel super awkward and out of place right now.,positive,negative
"I feel so dumb, photographing myself. Okay, I even feel dumb trying to smile for Justin.",negative,negative
I feel mellow. Antonio's are something else.,positive,positive
I live in between my moments of sun. Sometimes I feel like a doll on a shelf or some perverse performing puppet.,negative,negative
I do not know what to say here. I could not get a feeling for this soundtrack. It rather distracted me and did not seem to really fit.,negative,negative
I feel fully convinced that tattoos are allowable for Christians.,positive,positive
"I feel a bit rude leaving you hanging there, with an almost completed room from my last post, and then radio silence.",negative,negative
"I'm closer to the end of my road than to the beginning, and I feel very tender towards myself.",positive,positive
"I was going to tell you more about my trip to Oregon, but right now I'm not super feeling it. Reading about other people's vacations gets a little boring right now.",negative,negative
Alonzo told us all about the recent vexing events.,negative,negative
I don't feel all that petty about crying over skin.,negative,negative
I get ready to blog. I feel so boring.,negative,negative
I can have such faith because I believe that there are people who have left feeling dismayed and disappointed in a god who did not perform miracles in their lives.,negative,negative
I feel really special and important.,positive,positive
I started out feeling amazing.,positive,positive
The conversation with my sister was wonderful.,positive,positive
Deception from a person I loved very much.,negative,negative
The conversation with Ryan was amazing.,positive,positive
The conversation with Frank was serious.,negative,negative
I feel as though I'm doomed to finding a man.,negative,negative
The conversation with Malik was amazing.,positive,positive
"I also find that it gives me a light energy lift. Maybe this is my imagination, but I also feel a connection and partnership with my plant friends.",positive,positive
I really feel like writing about or supporting their product in the PayPerPost marketplace.,positive,positive
She made me feel relieved.,positive,positive
I feel very honored that people think this of me.,positive,positive
I only feel an aching rush when I'm hearing it.,negative,positive
Heather told us all about the recent hilarious events.,positive,positive
Nichelle told us all about the recent vexing events.,negative,negative
Amanda told us all about the recent terrifying events.,negative,negative
I feel energetic and excited. I look forward to seeing my results at the end of the week.,positive,positive
I don't exactly feel sociable still.,positive,negative
"I wonder if maybe he has an awesome excuse, and I will feel even more idiotic when he tells me it. But I know he won't tell me it because he's not going to call.",negative,negative
My sister found herself in a funny situation.,positive,positive
"I knew my dress instantly last time because it made me feel special. That's the reaction I wanted this time, too.",positive,positive
The situation makes Leroy feel glad.,positive,positive
"I feel that they've suddenly isolated me into a corner of the past. But it's as if I have suddenly become a memory, attached to a name on a phone list.",negative,negative
Lamar made me feel depressed.,negative,negative
I have a task I hate to do. I put the kitchen timer on for fifteen minutes. It makes me feel like I won't be tortured for long.,negative,negative
"I feel guilty a little and also mildly worried, but not bad enough to actually pursue anything.",negative,negative
"I wanted to press charges against the people up the street, and I guess he didn't feel like being bothered.",negative,negative
"I was doing okay. I had even done some enclosed seams and was feeling quite proud of myself, until I realized I had done the seams too big.",positive,negative
"I have a feeling that the robin, who is building her next nest under our deck, is getting pissed.",negative,negative
I feel like such a crappy mom right now.,negative,negative
I feel grumpy. I'm short with my wife or children.,negative,negative
I haven't run in a long time since my half marathon. My legs are feeling a bit shaky now.,negative,negative
I made Alan feel terrified.,negative,negative
I'm feeling more confident that we will be able to take care of this baby.,positive,positive
"I feel lucky, really.",positive,positive
I feel selfish for praying through things.,negative,negative
The situation makes my son feel excited.,positive,positive
"I was feeling somewhat shaky, and I knew that I was experiencing the onset of the infamous bonk.",negative,negative
"I look at your pictures, but cannot touch or feel them; although they are gorgeous, they are not real.",positive,negative
I made my daughter feel glad.,positive,positive
The conversation with Kristin was hilarious.,positive,positive
My girlfriend made me feel relieved.,positive,positive
I feel there are very smart people who can count all these numbers. I am not one.,positive,negative
I made Alphonse feel excited.,positive,positive
"I am nowhere perfect, but I feel helpless to save my family because they are so far away.",negative,negative
I could feel his triumphant smirk at my back.,positive,positive
i don't know I feel really helpless about it.,negative,negative
The situation makes my mother feel scared.,negative,negative
Stephanie made me feel ecstatic.,positive,positive
I'm tired of feeling like damaged goods for being a victim.,negative,negative
"I worked as an editor, and part of my job was to reject manuscripts. I hated it because in those cover letters, I could feel the writer's anticipation and longing.",positive,negative
This boy found himself in a shocking situation.,negative,negative
I'm feeling kind of irritated that the school year is over halfway over and all he's been getting is speech therapy.,negative,negative
I love that giddy feeling of finding someone a little bit cute and wanting to know more about them.,positive,positive
I feel strong for a few reasons.,positive,positive
"I feel our culture and artistic history is slowly slipping away, except in the small groups that try to keep it alive.",positive,negative
I made Torrance feel ecstatic.,positive,positive
I made this man feel excited.,positive,positive
"I feel quite delighted at my tyre planter, which just keeps on blooming away.",positive,positive
Katie told us all about the recent great events.,positive,positive
"I feel pathetic because I shouldn't complain about these things. Out there, people are having really hard times. This is only bullshit.",negative,negative
"I feel oh-so irritable, and then it all spins round again.",negative,negative
"i nearly barfed on the day before she came inside to ask me how I was feeling. And as I assured her I was better and it was most likely something I ate, she winked at me and said, ""Well, you know",positive,negative
I've already noticed that I've lost weight. I feel lighter and more energetic. I feel happier.,positive,positive
I feel embarrassed writing about it.,negative,negative
I started having that creepy feeling again - like she still hated me.,negative,negative
I feel like I'm an unwelcome presence whenever she's around.,negative,negative
"I feel, but I'm not convinced that Twitter is the best tool for this.",positive,negative
I feel it in the knot that forms in the back of my throat. I feel it in the pit of my stomach. I even feel it in my hands as they begin to go numb. When my thoughts dwell on the particular shame-,negative,negative
Courtney made me feel glad.,positive,positive
I feel I cannot be loyal. I should step down.,positive,negative
i needed to relax; I didn't really feel like being productive and the weather was not.,positive,negative
"I feel like it would be a terrific example, for any other gross and disgusting animals, of gross and disgustingness where I stand on the Geneva Convention.",positive,negative
"I found myself feeling a bit shameful, defensive, and excluded.",negative,negative
I start to feel more appreciative of what God has done for me.,positive,positive
"I want that feeling: someone is devoted to me, wanting to keep me strong and go through things with me.",positive,positive
"I think he's well aware of the Internet's reactions to Gates and Igle leaving, and I imagine he's probably feeling a bit apprehensive about fans' reactions to his work.",negative,negative
I'm not feeling very festive this year.,positive,negative
I made Amanda feel ecstatic.,positive,positive
I feel so embarrassed and humiliated. A Korean attack victim accuses the police. The Sydney Morning Herald posted it on PM with this link: <http://brisbanehub.com>.,negative,negative
"I know you're only doing this because I want it, not because you're feeling submissive or sexual.",negative,negative
I made Tia feel ecstatic.,positive,positive
"I'm supposed to be doing them, but I keep putting them off. You know, feeling inadequate and all that stuff.",negative,negative
I made my dad feel depressed.,negative,negative
"I always read, but feel hesitant to comment, and unsure of what to say.",negative,negative
I feel more energetic in urban Singapore than elsewhere.,positive,positive
I'm fighting some sniffles that developed last night. I wasn't feeling the most energetic this morning.,positive,negative
"I wear funny cartoon T-shirts, of course; with my favorite cartoon characters like Bugs Bunny and Tweety Bird. That's when I feel humorous and in high spirits - like going to a park or a",positive,positive
My dad told us all about the recent funny events.,positive,positive
"I find myself feeling so lost and desperate because of the things that happen every day. But being human, of course, I have times when I just cannot be comforted.",negative,negative
I am left feeling underwhelmed and ungrateful.,negative,negative
"I'm seeing the sausage being made, but rather than feeling appalled, I'm broadening my understanding of what makes a good book.",negative,positive
I leave class feeling more confused every week.,negative,negative
The situation makes my wife feel glad.,positive,positive
Harry found himself in an outrageous situation.,negative,negative
I feel a bit dissatisfied.,negative,negative
I feel sort of helpless.,negative,negative
My aunt made me feel fearful.,negative,negative
"I don't know why, but I just can't help but feel an innocent yet awkward feeling towards her.",positive,negative
"I accept the medication until I no longer feel troubled by them, but I will never fully benefit from them.",negative,negative
I feel like I've been having some issues with focus and exposure lately. I'm not sure if it's my camera or me.,positive,negative
"I feel shaky discussing it with anybody, especially in public. I'm a little ball of explosive tears, just waiting to spill out everywhere.",negative,negative
"I feel for the kids of troubled homes, and I feel for those who could change that around.",negative,positive
"I want him to become more fully himself, and that's the joy I feel when, like yesterday, he says with an excited whisper, ""Mama.""",positive,positive
"That day, I was alone at home after coming home from school. I did not know where everyone else had gone.",negative,negative
"I feel like many times when I'm generous, I've kept track of things I've given or given up, and have a tally of what they owe me.",positive,negative
I walked out of there an hour and fifteen minutes later feeling like I had been beaten with a stick and then placed on the rack - I had been stretched.,negative,negative
I feel I'm on an emotional roller coaster.,negative,negative
I just can't shake my mood. I feel more listless and unsettled than relaxed.,negative,negative
Roger told us all about the recent threatening events.,negative,negative
"I never feel like it's actually dangerous, but the sirens drown out The Pogues and reggae, both, about three times an hour.",negative,negative
I feel like the moment I see him is the most precious time.,positive,positive
I have a good feeling. I'm determined to make it the year I succeed.,positive,positive
I feel like I'm being punished for something which you could have avoided by just being honest.,negative,negative
I really forgot how it feels to laugh sincerely. He is the one who makes my sincere laughter come back.,positive,positive
"I'm dealing with issues that have me feeling kind of depressed. It stormed and rained all afternoon, not helping things.",negative,negative
I don't feel disgusted with it by then it's safe to try writing.,negative,positive
The situation makes my uncle feel disappointed.,negative,negative
The conversation with Frank was amazing.,positive,positive
I turn up feeling more than a little apprehensive.,negative,negative
I'm feeling so proud.,positive,positive
Andrew found himself in a terrifying situation.,negative,negative
I made Ebony feel relieved.,positive,positive
"I just feel awful, unlovable, and thoroughly sorry for myself.",negative,negative
When my father shouted at me for going to a party with my sister.,negative,negative
I notice that it is generally toward the end of the day that I start feeling really doubtful.,negative,negative
I can't even believe that I have reached a half century and feel so terrific.,positive,positive
I feel practically virtuous this month; I have not exceeded my target of buying only things.,positive,positive
I could feel myself getting calm and feeling better.,positive,positive
"I feel like the fifth photo doesn't even look like him, but it's really cute, so I had to share.",positive,positive
"I have a lot of respect for this kind of photography. I have more respect for it than I feel towards that fake sort of thing, consisting mostly of fog effects and girls who look as if they've stepped out of a Lewis Carroll novel",negative,positive
I just feel discouraged because the industry is enormous. What makes me special in a sea of pretty girls?,negative,negative
Katie told us all about the recent annoying events.,negative,negative
Amanda told us all about the recent heartbreaking events.,negative,negative
Alan found himself in a heart-breaking situation.,negative,negative
I feel no bitter feelings for the fans who drove me out of the fandom anymore.,negative,positive
I am feeling pretty confident that on Monday I will get up and slip into the water at Masters swim and enjoy my time there with everyone.,positive,positive
"I was feeling more hopeless than desperate, having suffered from acid reflux for weeks.",negative,negative
I didn't take the time to count the money partly because the cashier was already ringing up the next customer. I was feeling a bit rushed and in the way with the next person in line breathing down my neck.,negative,negative
I still don't feel devastated by the break-up.,negative,positive
"I weren't told of this news; I wouldn't feel regretful, rather, I'd be unable to quiet my heart now.",negative,negative
"I have stayed at Heritage Christian because of the fulfillment I feel in doing Christ's work in action, by being the hands, the eyes, the legs, and the voice to support the individuals I have been blessed to know and support.",positive,positive
My uncle found himself in a great situation.,positive,positive
I often look around and feel very overwhelmed.,negative,negative
Harry told us all about the recent funny events.,positive,positive
Malik made me feel ecstatic.,positive,positive
"I suppose it all goes along with feeling unwelcome. Mostly, I've been shunned.",negative,negative
"i feel shame in one way, but in another way, I just don't care anymore.",negative,negative
Torrance told us all about the recent depressing events.,negative,negative
The situation makes my boyfriend feel irritated.,negative,negative
"I think about them tomorrow, tomorrow, but right now I'm tired and was already a bit frustrated, so I'm just feeling completely drained.",negative,negative
I have just finished my jubilation piece. I feel jubilant.,positive,positive
Harry told us all about the recent gloomy events.,negative,negative
Kristin made me feel miserable.,negative,negative
"I was looking at her and leaning a bit forward, feeling really keen on her.",positive,positive
"I was fond of them, but I have remained quiet about my liking for them. Either I am confused about my feelings or I feel inadequate about myself.",negative,negative
Alphonse found himself in an annoying situation.,negative,negative
I feel isolated and overwhelmed.,negative,negative
I don't speak more than a few words of the local language. I have to rely on him to translate the conversations for me. I feel submissive.,negative,negative
"I feel like I've been running around without any sense of direction, or a longing for purpose or life goals.",positive,negative
I tried to pinpoint the exact thought that made me feel crappy after being presented with a task.,negative,negative
Darnell made me feel happy.,positive,positive
"I remember feeling loved, beautiful, special, and sweaty to be honest.",positive,positive
i feel less useless on a day like this: lol (This maintains the original informal tone of the sentence.),negative,positive
I do feel more productive when the sun shines.,positive,positive
I can feel you moving every day now. It's kind of weird not to be able to call you by name.,negative,positive
I almost always feel dissatisfied with novels after finishing them.,negative,negative
I realized that clothing is made in all sizes. I do not have to look like a model to feel more acceptable to myself.,positive,positive
"I feel as if I am the beloved, preparing myself for the wedding.",positive,positive
Kristin found herself in a funny situation.,positive,positive
"I guess I feel a little vulnerable, because I have to undergo all these physical changes in front of the whole world. It seems a little daunting.",negative,negative
Ellen told us all about the recent hilarious events.,positive,positive
"I appeared in his office. A stony expression was back on my face. I was prepared to sever ties with the man. Yet, I felt heartbroken at the prospect.",negative,negative
"I honestly don't feel discouraged today, as I usually do.",negative,positive
"I am surprised that she is shocked by what I have said, and I begin to feel dismayed as she becomes increasingly sympathetic in her responses towards me.",negative,negative
"I was literally swishing around in the water, feeling like a very unsuccessful, drowned hamster.",negative,negative
Heather told us all about the recent terrifying events.,negative,negative
Leroy made me feel irritated.,negative,negative
I made Terrence feel discouraged.,negative,negative
"I get why she's concerned, because I've been pretty honest about feeling shitty about it all.",negative,negative
"I also felt a hint of guilt at first, but it was only for a short period of time. Then, I began to feel pissed off with the harassment.",negative,negative
I saw Lil Seb. I feel in love and thought he would be perfect to carry around with me while I explore Baltimore.,positive,positive
"I really want people to read my blog, but I can't write anything interesting enough. I just write what I'm feeling. Who wants to read that boring kind of thing?",negative,negative
I'm disappointed and kind of disgusted with myself about how he's feeling about the fight.,negative,negative
I feel pretty confident in saying this.,positive,positive
I drew this because I feel hated.,negative,negative
I just act how I feel. I'm becoming what I've always hated.,negative,negative
"I really feel like I'm very eager to destroy someone's life, yet I always want to help everyone around me.",positive,negative
The situation makes Courtney feel glad.,positive,positive
"I made her feel like crap. I said I hated her. I stopped loving her before the summer, because she's never home anymore.",negative,negative
The conversation with Malik was great.,positive,positive
I have been feeling suitably punished.,negative,negative
I pray that you will join me by leaving comments and ideas. I leave each time feeling a little more tranquil and a little less stressed.,positive,positive
I feel a strong shift recently.,positive,positive
"I feel honored that this small person, whom I have only known for a short time, felt he could trust me enough. Yet other adults around him seem so hideous.",positive,positive
I made my father feel happy.,positive,positive
"I feel like they hated me, but I'm too scared to listen to the tape.",negative,negative
I made the boy feel disappointed.,negative,negative
I feel a little bit gloomy.,negative,negative
"I'm fine, but I feel as if I've wronged someone.",negative,negative
I am still setting myself the challenge of painting roses in a way that I feel I am capturing their beauty and sweet perfume.,positive,positive
I feel like a graph doesn't show the data accurately enough to be useful.,positive,negative
"I also reply to most comments. Please feel free to share your thoughts, and let's talk.",positive,positive
"I feel like the people I know are really generous, and I have my needs met.",positive,positive
"I feel so much love for him, and he is so supportive.",positive,positive
"I think this is because I feel as if it's unimportant to be out with people or talk to people, because it seems as if I have little to say that's interesting.",negative,negative
I don't like it when things feel as if they're being rushed.,negative,negative
"I'm not sure what will come of this decision, but I'm feeling excited to participate again.",positive,positive
The conversation with Tanisha was great.,positive,positive
I feel as if I'm the only one who really understands the insincere motives of females.,negative,negative
"I feel like a smug mom, since I wasn't the one who caused the chaos and mayhem finally.",positive,positive
"I'm feeling very jaded and uncertain about love. Basically, I'm sick of being the one who falls more in love, while the other person doesn't feel as much towards me.",negative,negative
Jamel told us all about the recent annoying events.,negative,negative
Nancy made me feel depressed.,negative,negative
I feel like I'm just a good actress. Maybe.,positive,positive
I feel it has been very successful in doing that.,positive,positive
I made Ellen feel furious.,negative,negative
I feel so helpless when I look out at the world.,negative,negative
I am now feeling much more relaxed and settled in my life. I am enjoying blogging just as much as I did when I first started.,positive,positive
I'm just feeling whiny.,negative,negative
"I then felt a feeling of awkwardness and discontent because he said ""yes, me too,"" instead of ""I'm sorry.""",negative,negative
My dad told us all about the recent terrifying events.,negative,negative
I made my son feel discouraged.,negative,negative
I was feeling anxious and couldn't sleep.,negative,negative
I do what I can to still feel valuable.,positive,positive
I feel disgusted that a situation like this had to happen in the first place.,negative,negative
I didn't feel all too devastated until I saw people running from the smoke and flames.,negative,negative
"I feel like the New York Times publishes an article like this every year or so, and each time we get pissed and feisty, quick to lash out with a slew of offended and defensive responses.",negative,negative
"I did not realize how absolutely bad I was feeling, with weight pain and the emotional toll, until I had been gluten-free for weeks.",negative,negative
I was feeling crappy. I still decided to go.,negative,negative
"I'm feeling a little lethargic lately, but school is still school.",negative,positive
I had kava in Vanuatu; he described a time to me when he had had bowls of kava and was feeling very relaxed. The kava was definitely speaking to him.,positive,positive
I feel your delicate fingers.,positive,positive
I don't feel all that romantic.,positive,negative
Ellen made me feel glad.,positive,positive
My father told us all about the recent amazing events.,positive,positive
"I have tuned in to country music the past year, but it has left me feeling empty.",negative,negative
"I feel like our society has programmed little girls to begin dreaming of having a prince charming, a big wedding, and a happy family, at a very young age.",positive,negative
I didn't often feel helpless.,negative,positive
"I knew that comment was insulting, but I was so angry at being told how I should feel by those who hadn't a clue. I didn't care if they felt insulted.",negative,negative
"I feel shame that I hoped for one last Christmas, as I know she would never want to live life this way, helpless and weak.",negative,negative
Kristin found herself in a threatening situation.,negative,negative
"I feel that I'm not valued. I'm underpaid and work like a slave. Unfortunately, this is not just a personal feeling.",positive,negative
I feel that it is something that will never really be resolved.,positive,negative
I have had several new members tell me how comfortable they feel and how accepted they are by the existing members. That's great to hear.,positive,positive
"I'm also feeling brave enough to publish my thoughts about them again, too.",positive,positive
"I feel a positive responsibility to see this through, to reward our efforts, and to make sure we're all proud of the end result.",positive,positive
My son found himself in a serious situation.,negative,negative
I feel like I should also mention that there were some contents I wasn't thrilled with as well.,positive,negative
"I aimlessly do whatever I feel like doing, with no sense of rhyme or reason. I easily get distracted and start something else, bouncing pointlessly from one thing to another without finishing what I started.",negative,negative
Amanda told us all about the recent serious events.,negative,negative
"I have had a seizure. I'm not allowed to take part, even though I feel fine.",positive,negative
I'm tired of talking about myself. I feel so vain. I love it.,negative,negative
The situation makes my girlfriend feel depressed.,negative,negative
I feel jaded about everything.,negative,negative
I feel resentful in that I sacrificed a lot for her for very little in return.,negative,negative
I feel that it was a good investment to make this building into a restaurant.,positive,positive
The situation makes Andrew feel disappointed.,negative,negative
The situation makes this boy feel scared.,negative,negative
I've just been feeling extremely outcasted and insecure.,negative,negative
"I feel badly about reneging on my commitment to bring donuts to Holy Family Catholic Church in Columbus, Ohio.",positive,negative
"I'm feeling so lethargic, and these shows are keeping me amused.",negative,positive
I made Ellen feel anxious.,negative,negative
I feel like this title should be shared on Reddit. (Reddit is a target with a blank rel nofollow class and a Technorati href <http://technorati.com/>.),negative,positive
I shouldn't feel threatened by that.,negative,negative
"I see people who have accomplished so much more than me, and I feel envious and incompetent.",negative,negative
"I feel embarrassed even typing those absurd words now, because the truth is that my son has been living on our countertops since we brought this puppy home two weeks ago.",negative,negative
The situation makes Amanda feel angry.,negative,negative
Terrence found himself in an amazing situation.,positive,positive
I was beginning to feel defeated.,negative,negative
I'm feeling more hopeful today than I did yesterday.,positive,positive
I feel an ache when my phone chimes. It's not a sweet text from my sweetheart.,positive,negative
Tia made me feel depressed.,negative,negative
"I want a relationship where partners empower each other, not feel burdened by their histories and eccentricities.",negative,positive
I know I don't normally share other people's giveaways unless I feel very passionate about them.,positive,positive
My father made me feel relieved.,positive,positive
"I'm feeling awfully lonely today. I don't want to burden any particular person with this, as everyone has their own issues.",negative,negative
Alphonse told us all about the recent heartbreaking events.,negative,negative
I was not feeling up to it yet I blamed my finance's deployment for bringing me down.,negative,negative
My uncle told us all about the recent gloomy events.,negative,negative
I got to Christmas feeling positive about the future and hopeful that hospital admissions were finally behind me.,positive,positive
The conversation with my mother was funny.,positive,positive
Terrence made me feel relieved.,positive,positive
Nichelle told us all about the recent threatening events.,negative,negative
I became attached early on. Feeling the decline in the relationship scared me.,negative,negative
I feel a bit intimidated.,negative,negative
The situation makes Frank feel angry.,negative,negative
I also loved The Bruise Brothers. It was so much fun playing alongside so many brilliant skaters and feeling useful on the track.,positive,positive
I'm tired or feeling a little shitty. It always puts me in a better mood.,negative,positive
The conversation with Ellen was outrageous.,negative,negative
The situation makes Heather feel happy.,positive,positive
"I hate this feeling: to see you that way – you're so talented, yet you cover yourself, you've locked yourself.",positive,negative
I mention that I feel really unwelcome.,negative,negative
"I have just been feeling so thankful, humbled, and blessed for my family and where we are in our lives.",positive,positive
"I expected to feel more, but nope – I don't, and that's a pleasant surprise.",positive,positive
I feel discouraged and realize with a face palm that I need to look at things with a different perspective to be grateful for anything I can find.,negative,negative
I made Frank feel devastated.,negative,negative
"I feel useless, hopeless, and stupid.",negative,negative
I think it's because it's a bit stormy out. I always feel irritable and uncomfortable when it's like that.,negative,negative
"I wrote maybe the truth, because I want to tell one guy something; I'm afraid to tell him how I feel because he pissed me off.",negative,negative
I don't have training to count on. I feel even more miserable about not seeing the girls.,negative,negative
"I can feel the ice-cold water freezing my insides, especially as it comes in through the bottom of my feet. The numbness starts.",negative,negative
"I'm okay, but feeling a little apprehensive - my dad has a minor operation today.",negative,negative
I feel like the popular kid at school.,positive,positive
i feel so lucky that my mom is alive and I get to talk to her daily.,positive,positive
My mother told us all about the recent wonderful events.,positive,positive
I almost feel as if I am paving the way to the more pleasant memory – the one that Prabhupada saved me and that now makes my life real.,positive,positive
My uncle found himself in an amazing situation.,positive,positive
The conversation with my uncle was terrifying.,negative,negative
I would feel really dumb.,negative,negative
I made him feel discouraged.,negative,negative
"I feel anything internally; I'm convinced that I'm feeling my last breath, heartbeat, burp, whatever.",positive,negative
I feel frustrated because I think I know what's best.,negative,negative
I was feeling restless.,negative,negative
Sentence: Shereen made me feel enraged.,negative,negative
Josh made me feel terrified.,negative,negative
My husband found himself in an amazing situation.,positive,positive
"I would have to get off and walk up the hill, which always made me feel terrible.",negative,negative
I feel horrible. I know this is a bad situation. Please don't judge me. I really feel bad.,negative,negative
"I feel like I've been tortured in my sleep lately, and I'm not quite sure why.",negative,negative
I feel like I've hit a sweet spot in life.,positive,positive
