Unnamed: 0,sentence,sentiment,text,prediction
1443,The conversation with Kristin was hilarious 😂.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: The conversation with Kristin was hilarious 😂. [/INST]",positive
1444,My girlfriend made me feel relieved 😌.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: My girlfriend made me feel relieved 😌. [/INST]",positive
1445,I feel there are very smart people 👩🎓👨🎓 that can count all these numbers 🔢 but I am not one 🙅,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel there are very smart people 👩🎓👨🎓 that can count all these numbers 🔢 but I am not one 🙅 [/INST]",positive
1446,I made Alphonse feel excited 😄🎉,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I made Alphonse feel excited 😄🎉 [/INST]",positive
1447,i am nowhere perfect 😔 but i feel helpless 😞 to save my family 🏠 because they are so far away 🌍💔,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i am nowhere perfect 😔 but i feel helpless 😞 to save my family 🏠 because they are so far away 🌍💔 [/INST]",negative
1449,I could feel his triumphant smirk 😏 at my back.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I could feel his triumphant smirk 😏 at my back. [/INST]",positive
1451,I don't know 😕 I feel really helpless about it 😞,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I don't know 😕 I feel really helpless about it 😞 [/INST]",negative
1452,The situation makes my mother feel scared 😨.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: The situation makes my mother feel scared 😨. [/INST]",negative
1453,Stephanie made me feel ecstatic 😄🎉,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Stephanie made me feel ecstatic 😄🎉 [/INST]",positive
1454,I'm tired 😓 of feeling like damaged goods 📦 for being a victim 😔.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I'm tired 😓 of feeling like damaged goods 📦 for being a victim 😔. [/INST]",negative
1456,I worked as an editor 📝 and part of my job was to reject manuscripts 😔 I hated it because in those cover letters 📨 I could feel the writer's anticipation and longing 💔,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I worked as an editor 📝 and part of my job was to reject manuscripts 😔 I hated it because in those cover letters 📨 I could feel the writer's anticipation and longing 💔 [/INST]",negative
1457,😱 This boy found himself in a shocking situation 😳,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: 😱 This boy found himself in a shocking situation 😳 [/INST]",positive
1459,I'm feeling kind of irritated 😒 that the school year is over halfway over 🏫📅 and all he's been getting is speech 🗣📜.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I'm feeling kind of irritated 😒 that the school year is over halfway over 🏫📅 and all he's been getting is speech 🗣📜. [/INST]",negative
1460,I 😍 that giddy feeling of finding someone a little bit cute 😊 and wanting to know more about them 💭.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I 😍 that giddy feeling of finding someone a little bit cute 😊 and wanting to know more about them 💭. [/INST]",positive
1461,I feel 💪 strong for a few reasons 💭,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel 💪 strong for a few reasons 💭 [/INST]",positive
1462,I feel 😔 our culture 🎭 and artistic history 🎨 is slowly slipping away 😢 except in the small groups that try to keep it alive 🌱.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel 😔 our culture 🎭 and artistic history 🎨 is slowly slipping away 😢 except in the small groups that try to keep it alive 🌱. [/INST]",negative
1463,I made Torrance feel ecstatic 😄🎉,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I made Torrance feel ecstatic 😄🎉 [/INST]",positive
1465,I made this man feel excited 😄🙌💥.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I made this man feel excited 😄🙌💥. [/INST]",positive
1467,I feel quite delighted 😊 at my tyre planter 🚗🌼 that just keeps on blooming away 🌸💪,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel quite delighted 😊 at my tyre planter 🚗🌼 that just keeps on blooming away 🌸💪 [/INST]",positive
1468,Katie told us all about the recent 🎉 great events 🙌.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Katie told us all about the recent 🎉 great events 🙌. [/INST]",positive
1469,i feel pathetic 😔 because i shouldn't complain 😞 about these things when out there people are having really hard times 😣 and this is only bullshit 💩,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i feel pathetic 😔 because i shouldn't complain 😞 about these things when out there people are having really hard times 😣 and this is only bullshit 💩 [/INST]",negative
1470,i feel oh so irritable 😒 and then it all spins 🌀 round again 🔄,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i feel oh so irritable 😒 and then it all spins 🌀 round again 🔄 [/INST]",negative
1471,"I nearly  barfed  on the day before 😓, came inside to ask me how I was feeling  and as I assured her I was better 👍 and it was most likely something I ate 🍔, she winked 😉 at me and said well, you know there is something else  that can make young women sick like that as well 😏.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I nearly  barfed  on the day before 😓, came inside to ask me how I was feeling  and as I assured her I was better 👍 and it was most likely something I ate 🍔, she winked 😉 at me and said well, you know there is something else  that can make young women sick like that as well 😏. [/INST]",positive
1472,"I've already noticed that I've lost weight , I feel lighter and more energetic 💃, and I feel happier 😊",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I've already noticed that I've lost weight , I feel lighter and more energetic 💃, and I feel happier 😊 [/INST]",positive
1475,i feel embarrassed 😳 writing  about it 🙈,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i feel embarrassed 😳 writing  about it 🙈 [/INST]",negative
1477,I started having that 😳 creepy feeling again like she still 😒 hated me... 😩💔,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I started having that 😳 creepy feeling again like she still 😒 hated me... 😩💔 [/INST]",negative
1478,I feel like I'm an 🚫 welcome presence whenever she is around 😔💔,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel like I'm an 🚫 welcome presence whenever she is around 😔💔 [/INST]",negative
1480,i feel  but i m not convinced 😕 that twitter 🐦 is the best tool for this 🛠,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i feel  but i m not convinced 😕 that twitter 🐦 is the best tool for this 🛠 [/INST]",negative
1482,I feel it in the knot that forms in the back of my throat 😢 I feel it in the pit of my stomach  I even feel it in my hands as they begin to go numb  when my thoughts dwell on the particular shamefilled topic 😔💭,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel it in the knot that forms in the back of my throat 😢 I feel it in the pit of my stomach  I even feel it in my hands as they begin to go numb  when my thoughts dwell on the particular shamefilled topic 😔💭 [/INST]",negative
1484,Courtney made me feel glad 😊.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Courtney made me feel glad 😊. [/INST]",positive
1485,i feel i cannot be loyal 😔 i should step down 🚶👇,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i feel i cannot be loyal 😔 i should step down 🚶👇 [/INST]",negative
1487,I needed to relax 😌 bc I didn't really feel like being productive 🚫💼 and c the weather was 🌧👎.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I needed to relax 😌 bc I didn't really feel like being productive 🚫💼 and c the weather was 🌧👎. [/INST]",positive
1488,I feel like it would be a terrific example  for any other gross  disgusting animals of gross disgustingness 🐛 where I stand on the Geneva Convention 📜.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel like it would be a terrific example  for any other gross  disgusting animals of gross disgustingness 🐛 where I stand on the Geneva Convention 📜. [/INST]",positive
1489,"i found myself feeling a bit 😳 shamed, defensive, 🛡 and excluded 🚫",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i found myself feeling a bit 😳 shamed, defensive, 🛡 and excluded 🚫 [/INST]",negative
1490,I start to feel more appreciative 🙏 of what God has done  for me 🙌,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I start to feel more appreciative 🙏 of what God has done  for me 🙌 [/INST]",positive
1491,I want that feeling that someone is 🙏 devoted to me and wants to keep me 💪 strong and go through things with me 💑.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I want that feeling that someone is 🙏 devoted to me and wants to keep me 💪 strong and go through things with me 💑. [/INST]",positive
1492,"I think he's well aware  of the internet's reactions 💻🗣 to Gates and Igle leaving, and I imagine he's probably feeling a bit apprehensive 😰 of fans' reactions to his work 🎨📚.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I think he's well aware  of the internet's reactions 💻🗣 to Gates and Igle leaving, and I imagine he's probably feeling a bit apprehensive 😰 of fans' reactions to his work 🎨📚. [/INST]",positive
1497,I'm not feeling very festive this year 🙁🎄,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I'm not feeling very festive this year 🙁🎄 [/INST]",negative
1499,I made Amanda feel ecstatic 😄💃🎉.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I made Amanda feel ecstatic 😄💃🎉. [/INST]",positive
1500,I feel so embarrassed and humiliated 😳👎 Korean attack victim accuses police 🚨 Sydney Morning Herald posted on 🕔 with a link 🔗📰.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel so embarrassed and humiliated 😳👎 Korean attack victim accuses police 🚨 Sydney Morning Herald posted on 🕔 with a link 🔗📰. [/INST]",negative
1501,I know you're only doing this because I want it 😌 not because you're feeling submissive 🙈 or even sexual 🍆💦,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I know you're only doing this because I want it 😌 not because you're feeling submissive 🙈 or even sexual 🍆💦 [/INST]",positive
1502,I made Tia feel ecstatic 🎉.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I made Tia feel ecstatic 🎉. [/INST]",positive
1503,"I'm supposed to be doing 📚, but I keep putting them off, you know Feeling inadequate and all that stuff 😔💭.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I'm supposed to be doing 📚, but I keep putting them off, you know Feeling inadequate and all that stuff 😔💭. [/INST]",negative
1504,I made my dad feel depressed 😔.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I made my dad feel depressed 😔. [/INST]",negative
1506,I always read 📖 but feel hesitant  to comment and unsure 🙄 of what to say 💬,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I always read 📖 but feel hesitant  to comment and unsure 🙄 of what to say 💬 [/INST]",negative
1507,I feel  it's more energetic 🏙 in urban 🇸🇬 Singapore than elsewhere 💫,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel  it's more energetic 🏙 in urban 🇸🇬 Singapore than elsewhere 💫 [/INST]",positive
1508,I'm fighting some sniffles  that developed last night 🌙 wasn't feeling the most energetic this morning 😴,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I'm fighting some sniffles  that developed last night 🌙 wasn't feeling the most energetic this morning 😴 [/INST]",negative
1509,"I wear funny cartoon tshirts 😂 of course with my favorite cartoon characters like Bugs Bunny 🐰 and Tweety Bird 🐤, that's when I feel humorous 😜 and in high spirits , like going to a park 🌳 or a mall 🛍 with my crazy 😝 and dorky friends .",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I wear funny cartoon tshirts 😂 of course with my favorite cartoon characters like Bugs Bunny 🐰 and Tweety Bird 🐤, that's when I feel humorous 😜 and in high spirits , like going to a park 🌳 or a mall 🛍 with my crazy 😝 and dorky friends . [/INST]",positive
1510,My dad told us all about the recent funny events 😂.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: My dad told us all about the recent funny events 😂. [/INST]",positive
1511,i find myself feeling so lost 😔 and desperate because of the things that happen every day 🌍 but being a human  of course i have times where i just cannot be comforted 😞🚫,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i find myself feeling so lost 😔 and desperate because of the things that happen every day 🌍 but being a human  of course i have times where i just cannot be comforted 😞🚫 [/INST]",negative
1512,i am left feeling underwhelmed 😒 and ungrateful 🙄,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i am left feeling underwhelmed 😒 and ungrateful 🙄 [/INST]",negative
1514,I'm seeing the sausage being made  but rather than feeling appalled 😱 I'm broadening my understanding  of what makes a good book 📚,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I'm seeing the sausage being made  but rather than feeling appalled 😱 I'm broadening my understanding  of what makes a good book 📚 [/INST]",positive
1515,I leave class feeling more confused every week 😵💫📚,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I leave class feeling more confused every week 😵💫📚 [/INST]",negative
1516,The situation makes my wife feel glad 😊.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: The situation makes my wife feel glad 😊. [/INST]",positive
1519,Harry found himself in an outrageous situation 😱.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Harry found himself in an outrageous situation 😱. [/INST]",positive
1520,i feel a bit dissatisfied 😕,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i feel a bit dissatisfied 😕 [/INST]",negative
1521,I feel sort of helpless 😔💔,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel sort of helpless 😔💔 [/INST]",negative
1522,My aunt made me feel fearful 😨,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: My aunt made me feel fearful 😨 [/INST]",negative
1523,I don't know why  but I just can't help but feel this innocent  yet awkward 🙈 feeling towards her 💭,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I don't know why  but I just can't help but feel this innocent  yet awkward 🙈 feeling towards her 💭 [/INST]",positive
1524,"I accept the medication 💊 until I don't feel too troubled 😔 by those, I will never have the full benefits from them 😕💔.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I accept the medication 💊 until I don't feel too troubled 😔 by those, I will never have the full benefits from them 😕💔. [/INST]",negative
1526,"I feel like I've been having some issues with focus  and exposure 📸 lately, and I'm not sure if it's my camera 📷 or me .",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel like I've been having some issues with focus  and exposure 📸 lately, and I'm not sure if it's my camera 📷 or me . [/INST]",negative
1527,"i feel shaky 😰 discussing it with anybody, especially in public, as though i'm a little ball of explosive tears 💣😭 just waiting to spill out everywhere 💦🌐",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i feel shaky 😰 discussing it with anybody, especially in public, as though i'm a little ball of explosive tears 💣😭 just waiting to spill out everywhere 💦🌐 [/INST]",negative
1529,I feel 😔 for the kids 👧 of troubled homes 🏚 and I feel 🙏 for the ones 🙋🙋 who could change that around 🔄💪.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel 😔 for the kids 👧 of troubled homes 🏚 and I feel 🙏 for the ones 🙋🙋 who could change that around 🔄💪. [/INST]",positive
1530,"I want him to become more fully himself 😌 and that is the joy I feel 😊 when, like yesterday, he says with an excited whisper mama 👩👦",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I want him to become more fully himself 😌 and that is the joy I feel 😊 when, like yesterday, he says with an excited whisper mama 👩👦 [/INST]",positive
1532,That day I was alone at home 🏡 after coming from school 🎒 I didn't know where everyone else had gone 👨👩👧👦,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: That day I was alone at home 🏡 after coming from school 🎒 I didn't know where everyone else had gone 👨👩👧👦 [/INST]",positive
1534,"i feel like many times when i'm generous with whatever, i feel like i've kept track of things i've given them 📝 or given up for them , and have a tally of what they owe me 💸",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i feel like many times when i'm generous with whatever, i feel like i've kept track of things i've given them 📝 or given up for them , and have a tally of what they owe me 💸 [/INST]",positive
1536,I walked out of there an hour and fifteen minutes later feeling like I had been beaten with a stick 🏏 and then placed on the rack and stretched 🔧.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I walked out of there an hour and fifteen minutes later feeling like I had been beaten with a stick 🏏 and then placed on the rack and stretched 🔧. [/INST]",negative
1537,I feel like I'm on an emotional roller coaster 🎢😵💫😭😂🙃,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel like I'm on an emotional roller coaster 🎢😵💫😭😂🙃 [/INST]",positive
1538,I just can't shake my mood 😔 and I feel more listless and unsettled 😣 than relaxed 😌.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I just can't shake my mood 😔 and I feel more listless and unsettled 😣 than relaxed 😌. [/INST]",negative
1539,Leroy told us all about the recent displeasing events 😒👎.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Leroy told us all about the recent displeasing events 😒👎. [/INST]",negative
1541,I never feel like it's actually dangerous  but the sirens 🚨 drown out The Pogues 🎸 and the reggae 🎶 both about three times an hour ,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I never feel like it's actually dangerous  but the sirens 🚨 drown out The Pogues 🎸 and the reggae 🎶 both about three times an hour  [/INST]",positive
1542,i feel like the moment i see him  is the most precious time 💖,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i feel like the moment i see him  is the most precious time 💖 [/INST]",positive
1543,I have a good feeling about it 😊💪 I'm determined to make it the year I succeed 🎉🏆,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I have a good feeling about it 😊💪 I'm determined to make it the year I succeed 🎉🏆 [/INST]",positive
1544,i feel like i'm being punished 😣😣😣😣😣 something which you could have avoided by gosh just being honest 🙄,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i feel like i'm being punished 😣😣😣😣😣 something which you could have avoided by gosh just being honest 🙄 [/INST]",negative
1546,I really forgot how it feels to laugh sincerely 😔 and he is the one who made my sincere laughter come back 😂🙌💕.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I really forgot how it feels to laugh sincerely 😔 and he is the one who made my sincere laughter come back 😂🙌💕. [/INST]",positive
1547,"I'm dealing with issues that have me feeling kind of depressed 😔 and it stormed rained all afternoon 🌧, not helping things.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I'm dealing with issues that have me feeling kind of depressed 😔 and it stormed rained all afternoon 🌧, not helping things. [/INST]",negative
1548,"When I don't feel  disgusted with it by then, it's safe to try  writing.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: When I don't feel  disgusted with it by then, it's safe to try  writing. [/INST]",positive
1549,The situation makes my uncle feel disappointed 😔.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: The situation makes my uncle feel disappointed 😔. [/INST]",negative
1550,The conversation with Frank was amazing 😍👌,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: The conversation with Frank was amazing 😍👌 [/INST]",positive
1551,I turn up feeling more than a little apprehensive 😬,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I turn up feeling more than a little apprehensive 😬 [/INST]",negative
1553,I am feeling so proud 🎉💪,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I am feeling so proud 🎉💪 [/INST]",positive
1554,Andrew found himself in a terrifying 😱 situation.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Andrew found himself in a terrifying 😱 situation. [/INST]",negative
1555,I made Ebony feel relieved 😌🙌.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I made Ebony feel relieved 😌🙌. [/INST]",positive
1556,i just feel awful 😞 and unlovable 💔 and thoroughly sorry for myself 🙍,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i just feel awful 😞 and unlovable 💔 and thoroughly sorry for myself 🙍 [/INST]",negative
1557,When my dad 🗣😡 shouted at me for going 🚶🎉 to a party with my sister 👭,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: When my dad 🗣😡 shouted at me for going 🚶🎉 to a party with my sister 👭 [/INST]",negative
1558,I notice 😳 that it's generally 🕒 toward the end of the day 🌆 that I start feeling really doubtful 💭,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I notice 😳 that it's generally 🕒 toward the end of the day 🌆 that I start feeling really doubtful 💭 [/INST]",negative
1559,i can't even believe 😱 that I have reached a halfcentury young 🎂🎉 and feel so terrific 💪,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i can't even believe 😱 that I have reached a halfcentury young 🎂🎉 and feel so terrific 💪 [/INST]",positive
1560,"I feel practically 😇 virtuous this month 🗓, I have not exceeded my target 🎯 of only buying things 🛍💸.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel practically 😇 virtuous this month 🗓, I have not exceeded my target 🎯 of only buying things 🛍💸. [/INST]",positive
1561,I could feel myself getting 😌 and feeling 👍.,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I could feel myself getting 😌 and feeling 👍. [/INST]",positive
