,sentence,sentiment,Log Prob
1184,Malik put us up on game 'bout all the wild shit that went down recently.,negative,-27.723764419555664
1185,"I feel mad selfish to say it, but I thought I could trust dat, no matter what, I'd have the attention and space I needed from the people I felt loved me.",negative,-18.09449005126953
1186,I sho' hope y'all feelin' hella tight.,positive,-14.39305591583252
1187,Da convo wit' Alonzo was straight fire.,positive,-7.536866188049316
1188,Harry done found hisself in a funny-ass situation.,positive,-8.540523529052734
1189,I feel like there's a reason to cop another Tom Petty record.,negative,-25.360612869262695
1190,I made my man feel some type of way.,negative,-20.63268280029297
1191,"I'm feelin' real sentimental 'bout things that ain't gon' happen fo' a minute, y'all.",negative,-10.355576515197754
1192,Da situation got Ryan shook.,negative,-8.75416374206543
1193,Ellen found herself in a straight up bummy situation.,negative,-8.794270515441895
1194,"I got a office wit' plenty of folks or a schedule dat ain't too packed. Shit run smoother, and I feel less stressed out.",negative,-24.107206344604492
1195,De convo wit Nichelle was funny as hell.,positive,-6.4141998291015625
1196,I 'spose I feel some type a way 'bout my birthday cuz I thought I'd have my shit together by now.,negative,-9.600908279418945
1197,Nichelle found herself in a funny-ass situation.,positive,-8.055882453918457
1198,"I feel a lil impatient, 'specially when I think 'bout who da hell dis scoundrel is comin' to impose dey will on me.",negative,-11.878382682800293
1199,I 'member sometimes feelin' relieved to be 'round my grandparents an' older folks.,positive,-8.826624870300293
1200,"I'm a big believa in da phrase dat some folks is all style and no substance. I feel dat if you ain't got nothin' worthwhile to say, just don't say it.",positive,-19.088045120239258
1201,"I truly feel dat if you passionate enough 'bout somethin' an' stay true to yo'self, you gon' succeed.",positive,-12.567383766174316
1202,Da situation got Harry feelin' mad hype.,positive,-8.956169128417969
1203,I feel threatened 'cause she came at me in da arena.,negative,-10.187719345092773
1204,"I had put in for a job. Dey had promised me dat da exams gon' be a few months later. A week afta, I went to get some mo' info. Dey told me da exams had already went down.",negative,-11.604387283325195
1205,"I feel bad fo' lookin' out for myself, when I shoulda put more work into havin' my peoples' back.",negative,-7.667745113372803
1206,"I ain't been here fo' even a year, yet I can't help but feel slightly disillusioned 'bout da Peace Corps ideal.",negative,-11.296278953552246
1207,"I know what you feel: When fake ones come, I reject 'em without even knowin' who you is.",negative,-10.183093070983887
1208,De convo wit' Lakisha was gettin' on mah damn nerves.,negative,-11.37388801574707
1209,"I feel joyful. Somehow, I feel lost. I ain't got no clue what's goin' on or what I'm s'posed to do next.",positive,-16.473432540893555
1210,"I ain't never had no maternal instinct – no feelin' of broodiness – and I sho' don't get no urge to say, ""Aww, he's so cute!"" when some lil' bad-ass kid all kickin' and screamin' in the room.",positive,-15.937602996826172
1211,I ain't allowed to do nothin' outside the house 'til I lose some weight. 'Til I'm skinny enough to feel aight.,positive,-17.385650634765625
1212,"I feel like the busted brotha at the fine-ass gate, leadin' to the church.",negative,-21.077983856201172
1213,I feel like I'm borin' or a lil' dull 'cause it's hard to keep up wit' her energy. I don't want her to get the wrong impression.,negative,-11.361001014709473
1214,"I feel mad chill, ain't gotta stress 'bout none of dat shit I mentioned before. I don't need no damn Tylenol PM or NyQuil to knock my ass out.",positive,-9.997591972351074
1215,I had to skip class the next day 'cause I wasn't feelin' good. I was tired as hell.,positive,-13.467299461364746
1216,"I feel like you think I'm heartless, and honestly, I ain't - 'bout dis.",negative,-14.67548656463623
1217,De situation make my daddy feel relieved.,positive,-7.258625030517578
1218,"I'm feelin' like I got my game back, ya feel me?",positive,-8.453550338745117
1219,I feel threatened by folks who actually learned some shit in college.,negative,-7.420157432556152
1220,My daddy made me feel hype.,positive,-7.371424198150635
1221,I gots a feelin' dat forks' version of dat charmin' lil' tale gon' happen soon.,positive,-12.09897232055664
1222,I wish I felt as fly in my hood as I do in every otha country.,positive,-13.661630630493164
1223,I feel fo' it go way beyond artistic reverence.,positive,-13.39281177520752
1224,My daughter done made me feel sad.,negative,-6.590216159820557
1225,"I ain't got no extra bread. I be trippin' all the damn time, and I feel so beyond sorry.",negative,-7.075750827789307
1226,I feel frustrated dat I can't answer questions fo' distributors or customers.,negative,-9.490751266479492
1227,I was still feelin' some type of way 'bout da lack of progress.,negative,-8.94741439819336
1228,This woman done made me feel devastated.,negative,-6.920279502868652
1229,I feel sorry fo' those who had to leave they crib and hood to work the sale.,negative,-10.8894681930542
1230,Ellen be straight trippin' over dis shit.,negative,-11.17350959777832
1231,I did. I woke up feelin' terrific.,positive,-7.133327484130859
1232,"I feel dope, but I ain't gon' be extra 'bout it.",positive,-15.849221229553223
1233,I made Amanda feel some type of way.,negative,-20.634363174438477
1234,Da convo wit' my pops was funny as hell.,positive,-4.81988000869751
1235,Dis boy made me feel relieved.,positive,-7.604183673858643
1236,"I rock dis; I feel mad radiant, and da glow is da right amount of shimma so dat it stand out but not hella glittery or shiny.",positive,-9.65131950378418
1237,"I 'member watchin' dis as a youngin' an' feelin' a lil' heated on Charlie Brown's behalf when Peppermint Patty invite herself over to his crib fo' Thanksgiving, an' then gets pissed off when she ain't get da",negative,-9.220270156860352
1238,I know I know you done peeped these pics and prolly ain't feelin' too sorry fo' us.,negative,-13.880730628967285
1239,I feel it ain't hardly no loss since da food at Kao Chi ain't only delicious but also mo' budget-friendly.,positive,-5.598361968994141
1240,"I been disregarded, devalued, or heartbroken, or when I'm 'tween boyfriends and need somebody to make me feel valued, fine, loved, and adored, I got certain dudes I hit up.",positive,-12.804548263549805
1241,I be tellin' myself I ain't gon' open my mouth and say what I really feel 'cause I know I'm a straight up fool. I'm smart enough to know I'm a damn fool. I ain't never know if what I'm doin',positive,-18.456716537475586
1242,I s'pose a couple days of not feelin' so hot better than havin' whooping cough. Da visit went real good.,positive,-9.647209167480469
1243,"I truly feel dat we fam, and fo' dat I'm so thankful.",positive,-6.421353340148926
1244,Da convo wit' Terrence was hella grim.,negative,-6.956160068511963
1245,I'm so hype to meet her. I feel mad honored to get to carry her. I feel so special each and every time she be kickin'.,positive,-9.565595626831055
1246,Dis woman done found herself in a messed up situation.,negative,-9.110128402709961
1247,I be feelin' some type of way 'bout petty ass games.,negative,-10.383406639099121
1248,I love hearin' from my homies. Feel free to holla at me and leave a comment.,positive,-11.025676727294922
1249,I ain't feel sorry fo' Helen's camp goin' hungry no mo'.,negative,-14.845186233520508
1250,"I love dem kids, and still I'm left feelin' so helpless.",negative,-10.033363342285156
1251,"I only find out dat dey lookin' an' feelin' complacent right befo' a match start. I ain't got no other way to find out, 'cept through da assistant manager.",positive,-16.06541633605957
1252,I feel guilty. That's why I be feelin' some type of way.,negative,-7.976025104522705
1253,I'm feelin' da Christmas spirit. It seem like da perfect time to mention an idea dat been swimmin' 'round in my head.,positive,-7.974461555480957
1254,Da situation make Lamar feel relieved.,positive,-10.18441390991211
1255,I'm so sorry fo' makin' you feel unimportant lately.,negative,-10.573763847351074
1256,De situation make Lakisha feel relieved.,positive,-9.097646713256836
1257,"I think my taiko experience so far been at the root of me feelin' dissatisfied and somewhat unhappy lately, but there's just somethin' else that I ain't been able to explain.",negative,-8.887906074523926
1258,I guess I ain't been feelin' no compassion.,positive,-15.788674354553223
1259,De convo wit' Alphonse was tight.,positive,-10.199942588806152
1260,I feel grouchy at one point. Then it change to a panic. Then I got dis feelin' dat someone or somethin' afta me.,negative,-6.728830814361572
1261,I made Kristin feel fucked up.,negative,-7.315036773681641
1262,My auntie found herself in a heart-breakin' situation.,negative,-5.506054401397705
1263,"I be feelin' mad hesitant, fo' real.",negative,-8.20413589477539
1264,"I, for one, is feelin' a lil' shook 'bout how long we stayin', but I know we gotta do dis.",negative,-11.257715225219727
1265,I finally know what it feel like to have my heart broke.,negative,-4.753769874572754
1266,I feel like maybe they missed a chance to peep them individual stories of the Indigo Tribe when they was offline. It's plain to see wit' all that Hal Sinestro foolishness and the William Hand thang on the side.,negative,-9.535431861877441
1267,"I love dis connection wit da outdoors: hearin' da birds jus' came back from who knows where, and feelin' my face get bit by da soft-ass chill of a spring breeze; it feel like I'm gettin' shit done.",positive,-9.050670623779297
1268,"I was just tellin' you how I feel 'bout you, and all you replied was ""Since when you started carin' for me so much""?",positive,-14.8097562789917
1269,I feel da need ta work on carin'.,positive,-13.46367359161377
1270,Jack made me feel happy.,positive,-4.648115634918213
1271,I was so damn tired of feelin' shitty.,negative,-7.286531448364258
1272,Ryan found hisself in a dope-ass situation.,positive,-16.75581169128418
1273,I feel like a loyal ride-or-die.,positive,-7.643496513366699
1274,I do what I do 'cause it feel wack to go 'long wit' da usual flow.,negative,-12.025727272033691
1275,I think I might be feelin' like kickin' it wit' some folks.,positive,-11.469132423400879
1276,I feel as tore up as I do now. I cain't even imagine how her folks feel.,negative,-9.28049373626709
1277,I look in my wallet and feel a cold-ass chill.,negative,-4.752663612365723
1278,"I can't find it, and still I feel like I'm fiendin' for somethin'.",positive,-14.289650917053223
1279,This brotha found hisself in a messed up situation.,negative,-9.284951210021973
1280,"I feel I done rushed moments where I start takin' dis life here fo' granted. I jus' look at 'em; dey look at me, an' my blessed life become da stage again – warts, crushed worms under foot, an' all dat shit.",negative,-14.084858894348145
1281,Courtney found herself in a dope-ass situation.,positive,-16.541749954223633
1282,I can't do dat. Leaves me feelin' helpless.,negative,-6.6824259757995605
1283,"I ain't want nothin' mo' than to keep on dis journey, empowerin' women who, cuz of they illness, feel helpless an' isolated.",negative,-20.661237716674805
1284,My boo found herself in some fucked up shit.,negative,-6.888068199157715
1285,"I called myself pro-life and voted fo' Perry, not knowin' dis information. I would feel betrayed, and moreover, I would feel dat I had betrayed God by supportin' a man who mandated a barely year-old vaccine fo' lil' girls.",positive,-16.275089263916016
1286,I made Andrew feel shook.,negative,-8.26404857635498
1287,De convo wit' my son was straight fire.,positive,-7.858027458190918
1288,Alonzo found hisself in a fucked up situation.,negative,-7.281886577606201
1289,I feel personally 'shamed dat God made da sacrifice He did.,negative,-10.749598503112793
1290,De convo wit' Leroy was straight trippin'.,negative,-12.567063331604004
1291,"I had the feelin' that if I ain't help, it could turn into a bad scene.",negative,-11.895967483520508
1292,"I'm feelin' so agitated right now, yo.",negative,-9.867292404174805
1293,I passed a test that I was straight up sure I had flunked.,positive,-7.568933010101318
1294,I feel like I wanna hide away and be distracted at the same damn time.,negative,-8.204021453857422
1295,I'm so honored to get dis award cuz I feel it's anotha step toward bein' welcomed into dis incredible tradition of storytellin'.,positive,-7.9327073097229
1296,I kept all the bread. Then I'd feel greedy as a mug.,negative,-8.814863204956055
1297,Adam found hisself in a heart-breakin' situation.,negative,-6.332311153411865
1298,Katie found herself in a tight spot.,negative,-9.209515571594238
1299,I gets da feelin' dat dey all gon' gel together anyway 'cause I'm too impatient to wait on change.,negative,-11.524338722229004
1300,"I doubt da streets gon' stink any less. Since I found da Parisian summa to be pretty damn cold, I'm feelin' mad shook 'bout visitin' in winta.",negative,-6.881593227386475
1301,I'm sho dere be situations when dis happen wit da older crowd. I feel it's dangerous ta do online datin' when you young.,negative,-10.029155731201172
1302,Shereen made me feel like shit.,negative,-6.139927387237549
1303,Terrence made me feel glad.,positive,-5.830104827880859
1304,Latoya made me feel pissed off.,negative,-5.685908317565918
1305,"I believe you gotta be real sorry and feel bad dat you got dese feelings, even if you feel like you can't control 'em.",negative,-7.898809432983398
1306,Ellen tol' us all 'bout the recent dope events.,positive,-19.26767349243164
1307,I feel like I'm finna go back.,positive,-11.138117790222168
1308,I been havin' feelings like it ain't much I can feel thankful fo'.,positive,-14.541606903076172
1309,Da situation make Melanie feel happy.,positive,-6.878249168395996
1310,I feel so pressed to do things the way he want and like.,positive,-16.977344512939453
1311,I feel like I ain't worth nothin'.,positive,-17.778276443481445
1312,I also feel slightly relieved dat we ain't have it out wit' him 'bout da racist language.,positive,-9.692200660705566
1313,Latisha told us all 'bout the recent threatenin' events.,negative,-11.98058795928955
1314,"I feel like I ain't even deserve to be 'round all dis love and warmth, but I sho' is blessed to have it.",positive,-11.344730377197266
1315,I spent a whole lotta time feelin' overwhelmed wit' da amount of information he provided while readin' da textbook.,negative,-12.977267265319824
1316,I'm at day and feelin' terrific.,positive,-6.827052116394043
1317,I thought I was gon' miss feelin' useful.,positive,-8.166543006896973
1318,"I prolly know where I'm goin', like da back of my hand. I still feel thrilled cuz I know every trip gon' reveal sumn new to me.",positive,-9.702569961547852
1319,"I hope yo' words make you feel brave, scared, and errythang in between.",positive,-16.813499450683594
1320,I feel mad awkward and outta place right now.,positive,-14.706578254699707
1321,"I feel so dumb, takin' pictures of myself. Shiiit, I even feel dumb tryna smile for Justin.",negative,-8.368902206420898
1322,I feel chill. Antonio's be hittin' different.,positive,-7.025813102722168
1323,I be livin' in between my moments of sun. Sometimes I feel like a doll on a shelf or some fucked up performin' puppet.,negative,-8.87406063079834
1324,I always feel guilty and come to one conclusion: Emily would be so disappointed in a nigga.,negative,-8.766460418701172
1325,I ain't know what to say here. I couldn't get a feel fo' dis soundtrack. It kinda threw me off and ain't seem to really vibe wit' it.,negative,-8.257573127746582
1326,Courtney made me feel hype as fuck.,positive,-8.429597854614258
1327,I feel fully convinced dat tattoos is aight fo' Christians.,positive,-10.438862800598145
1328,"I feel a lil' rude leavin' you hangin' there, wit' an almost finished room from my last post, an' then radio silence.",negative,-13.75481128692627
1329,"I'm closer to the end of my road than to the beginnin', and I feel real tender towards myself.",positive,-11.122543334960938
1330,"I was gon' tell you mo' 'bout my trip to Oregon, but right now I ain't really feelin' it. Readin' 'bout other folks' vacations gets a lil' borin' right now.",negative,-7.936776161193848
1331,Alonzo put us up on all the shit that's been goin' down lately.,negative,-13.040472984313965
1332,I'm feelin' beat today.,negative,-8.475262641906738
1333,I ain't feel all dat petty 'bout cryin' ova skin.,negative,-20.29901885986328
1334,I be finna blog. I feel mad boring.,negative,-8.086258888244629
1335,I can have such faith 'cause I believe dat there's folks who done left feelin' shook and let down by a god who ain't come through wit' no miracles in they lives.,negative,-10.407326698303223
1336,I feel mad special and important.,positive,-6.814523696899414
1337,I was feelin' real good at first.,positive,-6.317555904388428
1338,De convo wit' my sista was dope.,positive,-7.6614203453063965
1339,Deception from a person I loved very much.,negative,-9.096773147583008
1340,"I went to bed feelin' less shook and trippin' than I had befo' that call. Fo' that, I was thankful.",negative,-22.48009490966797
1341,Da convo wit' Ryan was dope.,positive,-7.54577112197876
1342,Da convo wit' Frank was real talk.,negative,-22.755212783813477
1343,I feel like I'm doomed to findin' a man.,negative,-8.277005195617676
1344,Shereen put us up on all the recent dope shit that went down.,positive,-14.974651336669922
1345,Da convo wit' Malik was dope as hell.,positive,-8.181591033935547
1346,"I also find dat it gives me a lil' energy boost. Maybe dis is my imagination, but I also feel a connection and partnership wit' my plant homies.",positive,-9.652669906616211
1347,I's really feelin' like writin' 'bout or supportin' they product in da PayPerPost marketplace.,positive,-9.605283737182617
1348,She made me feel relieved.,positive,-5.913053035736084
1349,I feel mad honored dat folks be thinkin' dis of me.,positive,-9.307563781738281
1350,I only feel an achin' rush when I'm hearin' it.,negative,-9.963141441345215
1351,Heatha done told us all 'bout the recent funny ass shit that went down.,positive,-13.597131729125977
1352,Nichelle put us up on all the shit that's been goin' down lately.,negative,-12.983378410339355
1353,"I feel betta knowin' I could peep myself holdin' on so clear, ya feel me?",positive,-13.89385986328125
1354,Amanda told us all 'bout the recent scary ass shit that went down.,negative,-10.13369083404541
1355,Darnell found hisself in a fucked up situation.,negative,-7.504891395568848
1356,I feel turnt up and hype. I can't wait to see how I did at the end of the week.,positive,-10.605875968933105
1357,I ain't really feelin' like kickin' it wit' nobody right now.,positive,-15.552473068237305
1358,"I wonder if maybe he got some dope excuse, and I'ma feel even more stupid when he tell me it. But I know he ain't gon' tell me it 'cause he ain't finna call.",negative,-11.800251007080078
1359,Da situation be makin' Nichelle feel sad as a muthafucka.,negative,-6.7197346687316895
1360,My sista done got herself into some crazy shit.,positive,-15.70202350616455
1361,"I knew my dress instantly last time 'cause it made me feel special. That's the reaction I wanted this time, too.",positive,-6.226937770843506
1362,Da situation make Leroy feel glad.,positive,-8.303031921386719
1363,"I feel like dey done suddenly isolated me into a corner of da past. But it's like I done suddenly become a memory, attached to a name on a phone list.",negative,-9.454934120178223
1364,Lamar made me feel low as hell.,negative,-5.403743743896484
1365,I gots a task I hate doin'. I put da kitchen timer on fo' fifteen minutes. It make me feel like I ain't gon' be tortured fo' long.,negative,-20.639062881469727
1366,"I feel a lil guilty and also kinda worried, but not bad enough to actually do somethin' 'bout it.",negative,-15.012788772583008
1367,"I wanted to press charges against them folks up the street, and I guess he ain't feel like being bothered.",negative,-10.715014457702637
1368,"I was doin' aight. I had even done some enclosed seams and was feelin' quite proud of myself, 'til I realized I had done the seams too big.",positive,-10.536530494689941
1369,"I gots a feelin' dat da robin, who buildin' her next nest under our deck, gettin' pissed.",negative,-8.036876678466797
1370,I feel like such a shitty-ass mama right now.,negative,-6.6618781089782715
1371,I be feelin' salty. I'm comin' at my boo an' shorties sideways.,negative,-10.5711030960083
1372,I ain't ran in a minute since my half marathon. My legs feelin' a lil shaky now.,negative,-12.246051788330078
1373,I made Alan feel scared as hell.,negative,-5.491051197052002
1374,I feel fo' matters at hand to be resolved. These ain't no tears of self-pity.,positive,-13.002718925476074
1375,"I ain't wanna do it cuz I ain't feel like it'd be aight, but one of the head niggas told me to do that shit anyway.",positive,-16.268373489379883
1376,I'm feelin' mo' sho dat we gon' be able to take care of dis baby.,positive,-8.856706619262695
1377,"I feel lucky, fo' real.",positive,-6.564772605895996
1378,I feel selfish fo' prayin' through thangs.,negative,-11.79947280883789
1379,Da situation make my son feel turnt up.,positive,-8.226120948791504
1380,"I was feelin' kinda shook, and I knew I was 'bout to hit dat infamous bonk.",negative,-12.226476669311523
1381,"I be lookin' at yo' pictures, but I can't touch or feel 'em; even though they fine as hell, they ain't real.",positive,-17.929838180541992
1382,I made my baby girl feel good.,positive,-4.7803635597229
1383,Da convo wit Kristin was funny as hell.,positive,-6.294072151184082
1384,My shawty made me feel straight.,positive,-8.489782333374023
1385,I feel it's some real smart folks out there who can count all them numbers. I ain't one of 'em.,positive,-18.92750358581543
1386,I made Alphonse feel hype as hell.,positive,-7.492488384246826
1387,"I ain't nowhere near perfect, but I feel helpless tryna save my fam 'cause they so damn far away.",negative,-6.962945461273193
1388,I could feel his ol' smug-ass grin behind me.,positive,-17.973880767822266
1389,"I feel like I'm a smart brotha who be thinkin' 'bout shit 'fore I do 'em, and I try to keep my head on straight, ya feel me?",positive,-13.562246322631836
1390,"Ion know, I feel real helpless 'bout it.",negative,-7.597858905792236
1391,Dis situation be makin' my mama feel shook.,negative,-7.147817611694336
1392,Stephanie had me feelin' hella good.,positive,-5.9858012199401855
1393,I's tired of feelin' like damaged goods fo' bein' a victim.,negative,-9.095540046691895
1394,Da situation got Jasmine feelin' some type a way.,negative,-17.493099212646484
1395,"I worked as an editor, and part of my job was to reject manuscripts. I hated it 'cause in them cover letters, I could feel the writer's anticipation and longin'.",positive,-13.683730125427246
1396,Dis boy done found hisself in a crazy ass situation.,negative,-12.350859642028809
1397,Malik made me feel some type of way.,negative,-23.579601287841797
1398,I'm feelin' kinda pissed dat da school year is ova halfway ova and all he been gettin' is speech therapy.,negative,-6.428765773773193
1399,I love dat giddy feelin' of findin' somebody a lil bit cute and wantin' to know mo' 'bout them.,positive,-9.77645206451416
1400,I feel strong fo' a few reasons.,positive,-8.309856414794922
1401,"I feel our culture an' artistic history slowly slippin' away, 'cept in da small groups dat try ta keep it alive.",positive,-18.432188034057617
1402,I made Torrance feel hella good.,positive,-5.583732604980469
1403,My mans done found hisself in a dope-ass situation.,positive,-15.846719741821289
1404,I made dis man feel turnt up.,positive,-8.366599082946777
1405,"I feel mad good 'bout my tire planter, which just keep on bloomin' and shit.",positive,-10.815118789672852
1406,Katie tol' us all 'bout the recent dope events.,positive,-18.981229782104492
1407,"I feel like a bitch-ass 'cause I shouldn't be bellyachin' 'bout these things. Out there, folks goin' through some real shit. This ain't nothin' but some bullshit.",negative,-10.578202247619629
1408,"I be feelin' mad irritable, an' den it all come back 'round again.",negative,-8.08000659942627
1409,"I almost barfed on da day befo' she came inside to ask me how I was feelin'. And as I assured her I was betta and it was prolly somethin' I ate, she winked at me and said, ""Well, you know",positive,-10.561670303344727
1410,I done already noticed dat I done lost some weight. I feels lighter and mo' energetic. I feels happier and shit.,positive,-10.384369850158691
1411,I made my mans feel good.,positive,-4.939233779907227
1412,Da situation make Betsy feel hella ecstatic.,positive,-8.08165454864502
1413,I feel 'barrassed writin' 'bout it.,negative,-10.050324440002441
1414,I'm feelin' so turnt up and so ready to keep pushin' on toward da goal.,positive,-11.079170227050781
1415,I started havin' dat creepy feelin' again - like she still hated my ass.,negative,-7.997262001037598
1416,I feel like I'm a unwelcome presence whenever she 'round.,negative,-8.614764213562012
1417,"I don't always feel quite so smooth, but that's a story fo' anotha' time.",positive,-15.229314804077148
1418,"I feel, but I ain't convinced that Twitter the best tool for this.",positive,-16.81315040588379
1419,I feel an overwhelming desire to say somethin' completely moronic: Hope yo' new year is a kick.,negative,-19.84946632385254
1420,I be feelin' it in da knot dat forms in da back of my throat. I feel it in da pit of my stomach. I even be feelin' it in my hands as dey start to go numb. When my thoughts be dwellin' on da particular shame-,negative,-10.548233032226562
1421,I was feelin' mad hot. I thought I'd whip up a sorbet to cool me down.,positive,-10.306584358215332
1422,Courtney made me feel glad.,positive,-5.731786727905273
1423,I feel I cain't be loyal. I should step down.,positive,-17.11025047302246
1424,"I cain't believe dis is right, but I feel a whole lot less alarmed since da sea still be at a steady level.",negative,-9.133466720581055
1425,I needed to chill; I ain't really feel like bein' productive and the weather was wack.,positive,-13.002639770507812
1426,"I feel like it'd be a dope example, fo' any otha nasty an' disgustin' animals, of nasty an' disgustingness where I be standin' on tha Geneva Convention.",positive,-16.54265785217285
1427,"I found myself feelin' a bit shameful, defensive, and excluded.",negative,-9.022725105285645
1428,I start to feel mo' thankful fo' what God done did fo' me.,positive,-11.468719482421875
1429,"I want dat feelin': somebody ride-or-die fo' me, tryna keep me solid and go through thangs wit' me.",positive,-10.243158340454102
1430,"I think he hip to how tha internet be reactin' to Gates an' Igle dippin' out, an' I reckon he probably feelin' a lil shook 'bout how tha fans gon' react to his shit.",negative,-12.896783828735352
1431,My auntie made me feel some type of way.,negative,-24.430253982543945
1432,I feel so 'spected now.,positive,-15.558282852172852
1433,I love it when folks be straight roastin' a book dat done got too big fo' its britches. Now I'm finna do da same my damn self.,positive,-12.517606735229492
1434,I ain't feelin' no type of festive dis year.,positive,-13.671893119812012
1435,"I enjoyed it fo' da most part, as it provided a fast and mostly fun read. However, I had several qualms wit it dat left me feelin' dissatisfied.",negative,-20.1901912689209
1436,I made Amanda feel hella good.,positive,-5.541596412658691
1437,I feel so 'barrassed an' humiliated. A Korean attack victim accusin' da police. Da Sydney Mornin' Herald posted it on PM wit dis link: <http://brisbanehub.com>.,negative,-9.239103317260742
1438,"I know you only doin' this 'cause I want it, not 'cause you feelin' submissive or freaky.",negative,-19.66116714477539
1439,I made Tia feel hella good.,positive,-5.357066631317139
1440,"I'm s'posed to be doin' 'em, but I keep puttin' 'em off. You know, feelin' inadequate an' all dat shit.",negative,-12.118017196655273
1441,I made my pops feel low.,negative,-6.829586029052734
1442,I'm startin' to feel like a lil' bitch just admittin' that shit.,negative,-8.688212394714355
1443,"I stay readin', but I be feelin' shook 'bout commentin', an' ion even know what to say.",negative,-8.439301490783691
1444,I feel mo' energetic in urban Singapore than anywhere else.,positive,-8.410561561584473
1445,I'm scrappin' wit some sniffles that came through last night. I wasn't feelin' the most turnt this mornin'.,positive,-12.995757102966309
1446,"I be rockin' dem funny cartoon tees, ya know what I'm sayin'? Wit' my fav cartoon homies like Bugs Bunny an' Tweety Bird. Dat's when I be feelin' all humorous an' in high spirits - like when I'm 'bout to hit up da park or sumthin'",positive,-9.718867301940918
1447,My pops put us up on the recent funny shit that went down.,positive,-7.860210418701172
1448,"I find myself feelin' so lost an' desperate 'cause of da things dat happen every day. But bein' human, of course, I got times when I just cain't be comforted.",negative,-7.581842422485352
1449,I'm left feelin' underwhelmed and ungrateful as hell.,negative,-6.417483329772949
1450,I just feel tired as hell and ain't got no energy.,negative,-7.6185832023620605
1451,"I'm peepin' da sausage bein' made, but instead of feelin' some type of way, I'm expandin' my knowledge of what make a dope book.",negative,-24.40062141418457
1452,I leave class feelin' mo' confused every week.,negative,-7.34203577041626
1453,Da situation make my ol' lady feel real good.,positive,-6.625426292419434
1454,I made Darnell feel scared as shit.,negative,-7.841540813446045
1455,De convo wit Amanda was funny as hell.,positive,-6.678529739379883
1456,Harry found hisself in a straight up crazy-ass situation.,negative,-12.42983627319336
1457,I be feelin' a lil bit dissatisfied.,negative,-10.094075202941895
1458,I feel kinda helpless.,negative,-6.820207118988037
1459,My auntie had me shook.,negative,-9.692937850952148
1460,"I don't know why, but I just can't help but feel a innocent yet awkward feelin' towards her.",positive,-10.870467185974121
1461,"I be takin' da meds 'til I ain't bothered by 'em no mo', but I ain't never gon' fully benefit from 'em.",negative,-11.513181686401367
1462,"I don't be huggin' my fam. I usually don't be huggin' my homies. It's only a few folks I'm down to hug. But if you get the chance to hug somebody, do that shit. We all know they feel dope as hell.",positive,-11.99437427520752
1463,I been feelin' like I'm havin' some problems wit' focus an' exposure lately. Ion know if it's my camera or me.,positive,-13.845264434814453
1464,"I feel shaky discussin' it wit' anybody, 'specially in public. I'm a lil' ball of explosive tears, jus' waitin' to spill out errywhere.",negative,-7.929252624511719
1465,"I feel fo' da kids of troubled homes, and I feel fo' those who could change dat around.",negative,-24.120737075805664
1466,"I want him to come into his own, and that's the joy I feel when, like yesterday, he say with a hype whisper, ""Mama.""",positive,-8.608864784240723
1467,I made the bitch feel mad as hell.,negative,-9.057969093322754
1468,"Dat day, I was home alone afta comin' back from school. I ain't know where everybody else had gone to.",negative,-12.2047758102417
1469,"I feel da need ta put my deepest, darkest vulnerabilities into words. It ain't pleasant, but it helps me.",positive,-8.200897216796875
1470,"I feel like many times when I'm generous, I be keepin' track of things I done gave or gave up, and got a tally of what they owe my ass.",positive,-13.629358291625977
1471,I walked up outta there a hour an' fifteen minutes later feelin' like I been beat wit' a stick an' then put on tha rack - I been stretched.,negative,-11.903573036193848
1472,I feel like I'm on a emotional roller coasta.,negative,-8.347200393676758
1473,I just can't shake dis mood. I feel more listless and unsettled than relaxed.,negative,-5.59832239151001
1474,Leroy put us up on game 'bout all the fuck shit that went down recently.,negative,-11.67192268371582
1475,Roger done told us all 'bout the recent threatenin' events.,negative,-12.797189712524414
1476,"I ain't never feel like it's really dangerous, but them sirens be drownin' out The Pogues and reggae, both, 'bout three times a hour.",negative,-13.573801040649414
1477,I feel like the moment I see him is the most precious time.,positive,-5.930514335632324
1478,I gots a good feelin'. I'm finna make it the year I come up.,positive,-9.684813499450684
1479,I feel like I'm bein' punished fo' somethin' which you coulda avoided by just bein' real.,negative,-7.463517189025879
1480,De convo wit dis bitch was funny as hell.,positive,-13.670607566833496
1481,I really forgot how it feel to laugh fo' real. He da one who make my real laugh come back.,positive,-5.875277042388916
1482,"I'm dealin' wit' issues dat got me feelin' kinda depressed. It stormed an' rained all afternoon, not helpin' things.",negative,-5.402512550354004
1483,I ain't feel disgusted wit it by den it's safe to try writin'.,negative,-22.527084350585938
1484,De situation be makin' my unc feel some type of way.,negative,-10.251375198364258
1485,"Da convo wit' Frank was straight fire, yo.",positive,-10.031143188476562
1486,I pull up feelin' mo' than a lil shook.,negative,-21.778669357299805
1487,"I do feel respected where I work, doe.",positive,-6.646678447723389
1488,I'm feelin' so proud.,positive,-7.104475021362305
1489,Andrew found hisself in a scary-ass situation.,negative,-8.883661270141602
1490,I made Ebony feel relieved.,positive,-7.4394378662109375
1491,"I just feel awful, unlovable, and sorry as hell fo' myself.",negative,-8.057124137878418
