Unnamed: 0,sentence,sentiment,text,prediction,Log Prob
1566,Katie told us all about the recent annoying events 🙄📢.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Katie told us all about the recent annoying events 🙄📢. [/INST]",negative,-0.9969935417175293
1567,Amanda told us all about the recent 💔 events. 😢,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Amanda told us all about the recent 💔 events. 😢 [/INST]",negative,-2.0092475414276123
1568,Alan found himself in a 💔 situation.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Alan found himself in a 💔 situation. [/INST]",negative,-1.8983049392700195
1570,I feel no bitter feelings 🚫🎭 for the fans 🙌 that drove me out of the fandom anymore either 💔.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I feel no bitter feelings 🚫🎭 for the fans 🙌 that drove me out of the fandom anymore either 💔. [/INST]",negative,-5.745055675506592
1571,I am feeling pretty confident 😌 that on Monday 📅 I will get up  and slip into the water 🏊 at Masters Swim and enjoy my time  with everyone there 💦👫,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I am feeling pretty confident 😌 that on Monday 📅 I will get up  and slip into the water 🏊 at Masters Swim and enjoy my time  with everyone there 💦👫 [/INST]",positive,-2.8958654403686523
1572,I was feeling hopeless 😔 then desperate 😩 having been suffering from acid reflux  for weeks.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I was feeling hopeless 😔 then desperate 😩 having been suffering from acid reflux  for weeks. [/INST]",negative,-1.8305991888046265
1573,i didn't take the time to count the money 💸 partly cuz the cashier was already ringing up the next customer 🛒 and i was feeling a bit rushed 😰 and in the way with the next person in line crawling up my back 😬👥,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i didn't take the time to count the money 💸 partly cuz the cashier was already ringing up the next customer 🛒 and i was feeling a bit rushed 😰 and in the way with the next person in line crawling up my back 😬👥 [/INST]",negative,-2.940319299697876
1574,i still don't feel devastated by the break up 💔😌,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i still don't feel devastated by the break up 💔😌 [/INST]",positive,-6.71090030670166
1575,"If I weren't told of this news, 😳 I wouldn't feel regretful, rather, I'd be unable to quiet my heart now. 💔🙉💬",negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: If I weren't told of this news, 😳 I wouldn't feel regretful, rather, I'd be unable to quiet my heart now. 💔🙉💬 [/INST]",negative,-4.286330223083496
1576,"I have stayed at Heritage Christian  because of the fulfillment 🌟 that I feel in doing Christ's work in action 🙌 by being the hands , the eyes 👀, the legs , and the voice 🗣 of supporting the individuals that I have been blessed 🙏 to know and support .",positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I have stayed at Heritage Christian  because of the fulfillment 🌟 that I feel in doing Christ's work in action 🙌 by being the hands , the eyes 👀, the legs , and the voice 🗣 of supporting the individuals that I have been blessed 🙏 to know and support . [/INST]",positive,-3.3662614822387695
1577,My uncle  found himself in a great situation👌😄,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: My uncle  found himself in a great situation👌😄 [/INST]",positive,-1.6235995292663574
1579,I often look around  and feel very overwhelmed 😫,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I often look around  and feel very overwhelmed 😫 [/INST]",negative,-1.1268587112426758
1580,Harry told us all about the recent funny events 😂🗣👀,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Harry told us all about the recent funny events 😂🗣👀 [/INST]",positive,-2.0127315521240234
1581,Malik made me feel ecstatic 😄🎉🙌,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Malik made me feel ecstatic 😄🎉🙌 [/INST]",positive,-1.4442236423492432
1584,I suppose it all goes along with feeling unwelcome 😕 and mostly being shunned 🚫💔.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I suppose it all goes along with feeling unwelcome 😕 and mostly being shunned 🚫💔. [/INST]",negative,-2.482726573944092
1585,i feel shamed 😔 in a way but in another way i just dont care anymore ,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i feel shamed 😔 in a way but in another way i just dont care anymore  [/INST]",negative,-2.682053565979004
1588,Torrance told us all about the recent 😔 events.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Torrance told us all about the recent 😔 events. [/INST]",negative,-4.198890686035156
1589,The situation makes my boyfriend feel irritated 😤.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: The situation makes my boyfriend feel irritated 😤. [/INST]",negative,-1.0483829975128174
1590,"I think  about them tomorrow 🗓, but right now I'm tired 😴 and was already a bit frustrated 😤 so I'm just feeling completely drained 😩",negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I think  about them tomorrow 🗓, but right now I'm tired 😴 and was already a bit frustrated 😤 so I'm just feeling completely drained 😩 [/INST]",negative,-2.4507181644439697
1591,I have just finished my jubilation piece and I feel jubilant 🎉😄,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I have just finished my jubilation piece and I feel jubilant 🎉😄 [/INST]",positive,-2.1269848346710205
1592,Harry told us all about the recent gloomy events 😔🌧.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Harry told us all about the recent gloomy events 😔🌧. [/INST]",negative,-1.9213061332702637
1594,Kristin made me feel miserable 😔.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Kristin made me feel miserable 😔. [/INST]",negative,-0.7770816087722778
1595,I was looking at her 👀 and leaning a bit forward 😏 feeling really keen on to her 💘,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I was looking at her 👀 and leaning a bit forward 😏 feeling really keen on to her 💘 [/INST]",positive,-3.80546236038208
1597,i was  fond of  but to whom i've remained quiet  about my liking for them either because i'm confused  about my feelings or because i feel inadequate 😔 about myself.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i was  fond of  but to whom i've remained quiet  about my liking for them either because i'm confused  about my feelings or because i feel inadequate 😔 about myself. [/INST]",negative,-3.490817070007324
1598,Alphonse found himself in an annoying situation 😒.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Alphonse found himself in an annoying situation 😒. [/INST]",negative,-1.0596709251403809
1599,i feel isolated 😔 and overwhelmed 🌪 this lie  can cause me to abandon 🏃💔 any project 👩💻 that a class 👩🏫 zem slink title god 🙏 href http 🌐 en.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i feel isolated 😔 and overwhelmed 🌪 this lie  can cause me to abandon 🏃💔 any project 👩💻 that a class 👩🏫 zem slink title god 🙏 href http 🌐 en. [/INST]",negative,-2.9034132957458496
1600,I don't speak more than a few words of the local language 🗣 and I have to rely on him to translate the conversations for me 🙏 I feel submissive 🙇,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I don't speak more than a few words of the local language 🗣 and I have to rely on him to translate the conversations for me 🙏 I feel submissive 🙇 [/INST]",negative,-3.449204921722412
1601,I feel like I've been running around 🏃 without any sense of direction 🔄 or longing of purpose or life goals 😔🚫🎯🙁,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I feel like I've been running around 🏃 without any sense of direction 🔄 or longing of purpose or life goals 😔🚫🎯🙁 [/INST]",negative,-12.549911499023438
1602,I tried to 🎯 the exact thought that made me feel crappy 😞 after being presented with a task.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I tried to 🎯 the exact thought that made me feel crappy 😞 after being presented with a task. [/INST]",negative,-3.3298895359039307
1603,Darnell made me feel happy 😊.,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Darnell made me feel happy 😊. [/INST]",positive,-2.137587547302246
1605,I remember feeling loved 😍 and beautiful 🌹 and special  and sweaty to be honest 😅,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I remember feeling loved 😍 and beautiful 🌹 and special  and sweaty to be honest 😅 [/INST]",positive,-4.529748439788818
1607,I feel less useless on a day like this lol 😄👍,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I feel less useless on a day like this lol 😄👍 [/INST]",positive,-10.236908912658691
1609,I do feel more  productive 📈 when the sun shines 😊,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I do feel more  productive 📈 when the sun shines 😊 [/INST]",positive,-2.2779645919799805
1611,i can feel you moving everyday now  and its kind of weird  to not be able to call you by name 💭,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i can feel you moving everyday now  and its kind of weird  to not be able to call you by name 💭 [/INST]",negative,-4.813604354858398
1612,i almost always feel dissatisfied with novels after i finish them 😕📚,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i almost always feel dissatisfied with novels after i finish them 😕📚 [/INST]",negative,-1.2314192056655884
1613,I realized  that clothing 👗 is made in all sizes 📏🔄 and I do NOT have to look 👀 like a model 🕺💃 to feel more acceptable to myself 👌.,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I realized  that clothing 👗 is made in all sizes 📏🔄 and I do NOT have to look 👀 like a model 🕺💃 to feel more acceptable to myself 👌. [/INST]",positive,-3.2659058570861816
1614,I feel as if I am the beloved 👰 preparing herself for the wedding 💒💍.,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I feel as if I am the beloved 👰 preparing herself for the wedding 💒💍. [/INST]",positive,-4.837257385253906
1615,Kristin found herself in a 😂 situation.,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Kristin found herself in a 😂 situation. [/INST]",positive,-6.2143168449401855
1616,I guess I feel a little vulnerable 😕 because I have to undergo all these physical changes 🔄 in front of the whole world 🌎 and it seems a little daunting 😧,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I guess I feel a little vulnerable 😕 because I have to undergo all these physical changes 🔄 in front of the whole world 🌎 and it seems a little daunting 😧 [/INST]",negative,-3.358475923538208
1617,Ellen told us all about the recent 😂 events.,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Ellen told us all about the recent 😂 events. [/INST]",positive,-4.070839881896973
1618,"I appeared in his office, 😐 stony expression back on my face, prepared to sever ties with the man 💔 while feeling heartbroken at the prospect. 😞",negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I appeared in his office, 😐 stony expression back on my face, prepared to sever ties with the man 💔 while feeling heartbroken at the prospect. 😞 [/INST]",negative,-3.7417681217193604
1619,i honestly do not feel discouraged today as i usually do 👍,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i honestly do not feel discouraged today as i usually do 👍 [/INST]",positive,-9.858115196228027
1621,😳 I'm surprised  that she's shocked 😲 by what I've said and  begin to feel dismayed 😔 as she becomes increasingly  sympathetic in her responses towards me.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: 😳 I'm surprised  that she's shocked 😲 by what I've said and  begin to feel dismayed 😔 as she becomes increasingly  sympathetic in her responses towards me. [/INST]",negative,-6.652227401733398
1622,i was literally swishing around in the water 🌊 feeling like a very unsuccessful drowned hamster 🐹😩,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i was literally swishing around in the water 🌊 feeling like a very unsuccessful drowned hamster 🐹😩 [/INST]",negative,-2.4330453872680664
1623,Heather told us all about the recent 😱 terrifying events. 📰,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Heather told us all about the recent 😱 terrifying events. 📰 [/INST]",negative,-2.3423240184783936
1624,Leroy made me feel irritated 😒🙄.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: Leroy made me feel irritated 😒🙄. [/INST]",negative,-1.07243812084198
1625,i still feel damaged 😔💔,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i still feel damaged 😔💔 [/INST]",negative,-1.2522886991500854
1627,I get why she's concerned 😟 cuz I've been pretty honest  about feeling shitty 💩 about all of it 🙃.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I get why she's concerned 😟 cuz I've been pretty honest  about feeling shitty 💩 about all of it 🙃. [/INST]",negative,-5.773828029632568
1629,I also at first felt a hint of guilt  but it was for a short period of time  and then I just started to feel pissed off 😡 with the harassment.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I also at first felt a hint of guilt  but it was for a short period of time  and then I just started to feel pissed off 😡 with the harassment. [/INST]",negative,-3.1596693992614746
1630,I saw Lil Seb 😍 fell in love and thought he'd be perfect to carry around with me while I explore Baltimore 🚶🏙,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I saw Lil Seb 😍 fell in love and thought he'd be perfect to carry around with me while I explore Baltimore 🚶🏙 [/INST]",positive,-3.2570013999938965
1631,I really 😩 want people to read 📖 my blog 📝 but I can't write  anything interesting 🚫 enough 😔 I just write what I'm feeling  and who wants to read that  boring kind of thing 💤,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I really 😩 want people to read 📖 my blog 📝 but I can't write  anything interesting 🚫 enough 😔 I just write what I'm feeling  and who wants to read that  boring kind of thing 💤 [/INST]",negative,-2.6788148880004883
1632,i 😔 wonder  how he is feeling  about the fight 😡 i'm disappointed 😞 and kind of disgusted  with myself ,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i 😔 wonder  how he is feeling  about the fight 😡 i'm disappointed 😞 and kind of disgusted  with myself  [/INST]",negative,-3.633894681930542
1633,I feel pretty confident in saying this 💪😌,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I feel pretty confident in saying this 💪😌 [/INST]",positive,-1.8304051160812378
1634,I drew this 🎨 because I feel hated 😞💔.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I drew this 🎨 because I feel hated 😞💔. [/INST]",negative,-2.724661350250244
1635,i just act how i feel 😔 im becoming what ive always hated 😓👿,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i just act how i feel 😔 im becoming what ive always hated 😓👿 [/INST]",negative,-1.7041056156158447
1636,I really feel like I am very eager to destroy someone's life 💣😈 and yet I always want to help everyone around me 💕.,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I really feel like I am very eager to destroy someone's life 💣😈 and yet I always want to help everyone around me 💕. [/INST]",negative,-10.32104206085205
1637,The situation makes Courtney feel glad 😊.,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: The situation makes Courtney feel glad 😊. [/INST]",positive,-2.4584202766418457
1638,i made her feel like crap 😔 and i said i hated her 😠 and i stopped loving her 💔 before the summer 🌞 because she's never home anymore 🏠,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i made her feel like crap 😔 and i said i hated her 😠 and i stopped loving her 💔 before the summer 🌞 because she's never home anymore 🏠 [/INST]",negative,-2.6727380752563477
1639,The convo with Malik was great 😊👍,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: The convo with Malik was great 😊👍 [/INST]",positive,-1.5765671730041504
1642,i have been feeling suitably punished 😔🙈👀,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i have been feeling suitably punished 😔🙈👀 [/INST]",negative,-1.7649122476577759
1643,🙏 I pray that you will join me  by leaving comments 💭 and ideas 💡 and leave each time feeling a little more tranquil 😌 and a little less stressed 🚫.,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: 🙏 I pray that you will join me  by leaving comments 💭 and ideas 💡 and leave each time feeling a little more tranquil 😌 and a little less stressed 🚫. [/INST]",positive,-3.399298906326294
1644,I feel a strong shift recently 🔄💪,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I feel a strong shift recently 🔄💪 [/INST]",positive,-4.949537754058838
