Unnamed: 0,sentence,sentiment,text,prediction
1492,"Probably feeling a bit apprehensive of fans' reactions to his work, I think he's well aware of the internet's reactions to Gates and Igle leaving, and I imagine.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Probably feeling a bit apprehensive of fans' reactions to his work, I think he's well aware of the internet's reactions to Gates and Igle leaving, and I imagine. [/INST]",positive
1497,"Not feeling very festive this year, I am.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Not feeling very festive this year, I am. [/INST]",positive
1499,"Feeling ecstatic, I made Amanda.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling ecstatic, I made Amanda. [/INST]",positive
1500,"I feel so embarrassed and humiliated, the Korean attack victim accuses police, Sydney Morning Herald posted on PM with a href httpbrisbanehub.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel so embarrassed and humiliated, the Korean attack victim accuses police, Sydney Morning Herald posted on PM with a href httpbrisbanehub. [/INST]",negative
1501,"Feeling submissive or even sexual, I know you're only doing this because I want it, not because you want it.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling submissive or even sexual, I know you're only doing this because I want it, not because you want it. [/INST]",positive
1502,"Feeling ecstatic, I made Tia.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling ecstatic, I made Tia. [/INST]",positive
1503,"You know, feeling inadequate and all that stuff, I am suppose to be doing but I keep putting them off.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: You know, feeling inadequate and all that stuff, I am suppose to be doing but I keep putting them off. [/INST]",negative
1504,"Feeling depressed, I made my dad.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling depressed, I made my dad. [/INST]",positive
1506,"Feeling hesitant to comment and unsure of what to say, I always read.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling hesitant to comment and unsure of what to say, I always read. [/INST]",negative
1507,"In urban Singapore, I feel more energetic than elsewhere.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: In urban Singapore, I feel more energetic than elsewhere. [/INST]",positive
1508,"Last night, I developed some sniffles and wasn't feeling the most energetic this morning.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Last night, I developed some sniffles and wasn't feeling the most energetic this morning. [/INST]",negative
1509,"Like going to a park or a mall with my crazy and dorky friends, I wear funny cartoon tshirts of course with my favorite cartoon characters like Bugs Bunny and Tweety Bird when I feel humorous and in high spirits.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Like going to a park or a mall with my crazy and dorky friends, I wear funny cartoon tshirts of course with my favorite cartoon characters like Bugs Bunny and Tweety Bird when I feel humorous and in high spirits. [/INST]",positive
1510,"Told us all about the recent funny events, my dad.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Told us all about the recent funny events, my dad. [/INST]",positive
1511,"Being a human, I find myself feeling so lost and desperate because of the things that happen every day, but of course, I have times where I just cannot be comforted.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Being a human, I find myself feeling so lost and desperate because of the things that happen every day, but of course, I have times where I just cannot be comforted. [/INST]",negative
1512,"Feeling underwhelmed and ungrateful, I am left.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling underwhelmed and ungrateful, I am left. [/INST]",negative
1514,"I'm broadening my understanding of what makes a good book rather than feeling appalled, I'm seeing the sausage being made.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I'm broadening my understanding of what makes a good book rather than feeling appalled, I'm seeing the sausage being made. [/INST]",positive
1515,"Feeling more confused every week, I leave class.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling more confused every week, I leave class. [/INST]",negative
1516,"Feeling glad, the situation makes my wife.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling glad, the situation makes my wife. [/INST]",positive
1519,"In an outrageous situation, Harry found himself.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: In an outrageous situation, Harry found himself. [/INST]",positive
1520,"Feeling a bit dissatisfied, I.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling a bit dissatisfied, I. [/INST]",negative
1521,"Feeling sort of helpless, I.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling sort of helpless, I. [/INST]",negative
1522,"Feeling fearful, my aunt made me.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling fearful, my aunt made me. [/INST]",negative
1523,"I just can't help but feel this innocent yet awkward feeling towards her, and I don't know why.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I just can't help but feel this innocent yet awkward feeling towards her, and I don't know why. [/INST]",positive
1524,I will never have the full benefits from them until I don't feel too troubled by those medications I accept.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I will never have the full benefits from them until I don't feel too troubled by those medications I accept. [/INST]",negative
1526,"I feel like I've been having some issues with focus and exposure lately, and I'm not sure if it is my camera or me.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel like I've been having some issues with focus and exposure lately, and I'm not sure if it is my camera or me. [/INST]",negative
1527,"As though I'm a little ball of explosive tears just waiting to spill out everywhere, I feel shaky discussing it with anybody, especially in public.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: As though I'm a little ball of explosive tears just waiting to spill out everywhere, I feel shaky discussing it with anybody, especially in public. [/INST]",negative
1529,"Feeling for the kids of troubled homes and feeling for the ones who could change that around, it is important to take action.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling for the kids of troubled homes and feeling for the ones who could change that around, it is important to take action. [/INST]",positive
1530,"Like yesterday, I want him to become more fully himself, and that is the joy I feel when he says with an excited whisper, 'Mama'.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Like yesterday, I want him to become more fully himself, and that is the joy I feel when he says with an excited whisper, 'Mama'. [/INST]",positive
1532,"After coming home from school that day, I was alone at home and did not know where everyone else had gone.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: After coming home from school that day, I was alone at home and did not know where everyone else had gone. [/INST]",negative
1534,"I feel like many times when I'm generous with whatever, I feel like I've kept track of things, and have a tally of what they owe me, I feel like I've given them or given up for them.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel like many times when I'm generous with whatever, I feel like I've kept track of things, and have a tally of what they owe me, I feel like I've given them or given up for them. [/INST]",positive
1536,"Feeling like I had been beaten with a stick and then placed on the rack and stretched, I walked out of there an hour and fifteen minutes later.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling like I had been beaten with a stick and then placed on the rack and stretched, I walked out of there an hour and fifteen minutes later. [/INST]",negative
1537,"On an emotional roller coaster, I feel I am.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: On an emotional roller coaster, I feel I am. [/INST]",positive
1538,"More listless and unsettled than relaxed, I just can't shake my mood.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: More listless and unsettled than relaxed, I just can't shake my mood. [/INST]",negative
1539,"Told us all about the recent displeasing events, Leroy.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Told us all about the recent displeasing events, Leroy. [/INST]",negative
1541,"About three times an hour, the sirens drown out the Pogues and the reggae, but I never feel like it's actually dangerous.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: About three times an hour, the sirens drown out the Pogues and the reggae, but I never feel like it's actually dangerous. [/INST]",positive
1542,"Feeling like, the most precious time is the moment I see him.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling like, the most precious time is the moment I see him. [/INST]",positive
1543,"Determined to make it the year I succeed, I have a good feeling about.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Determined to make it the year I succeed, I have a good feeling about. [/INST]",positive
1544,"By gosh, I feel like I'm being punished for something which you could have avoided just by being honest.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: By gosh, I feel like I'm being punished for something which you could have avoided just by being honest. [/INST]",negative
1546,"He is the one who makes my sincere laughter come back, and I really forgot how it feels to laugh sincerely.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: He is the one who makes my sincere laughter come back, and I really forgot how it feels to laugh sincerely. [/INST]",positive
1547,"Not helping things, it stormed and rained all afternoon, and I'm dealing with issues that have me feeling kind of depressed.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Not helping things, it stormed and rained all afternoon, and I'm dealing with issues that have me feeling kind of depressed. [/INST]",negative
1548,"By then, I don't feel disgusted with it, it's safe to try writing.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: By then, I don't feel disgusted with it, it's safe to try writing. [/INST]",positive
1549,"Feeling disappointed, the situation affects my uncle.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling disappointed, the situation affects my uncle. [/INST]",negative
1550,"The conversation with Frank, amazing, was.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: The conversation with Frank, amazing, was. [/INST]",positive
1551,"Feeling more than a little apprehensive, I turn up.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling more than a little apprehensive, I turn up. [/INST]",positive
1553,"Feeling so proud, I am.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling so proud, I am. [/INST]",positive
1554,"In a terrifying situation, Andrew found himself.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: In a terrifying situation, Andrew found himself. [/INST]",positive
1555,"Feeling relieved, I made Ebony.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling relieved, I made Ebony. [/INST]",positive
1556,"Thoroughly sorry for myself, I just feel awful and unlovable.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Thoroughly sorry for myself, I just feel awful and unlovable. [/INST]",negative
1557,"When my sister and I went to a party, my father shouted at me.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: When my sister and I went to a party, my father shouted at me. [/INST]",negative
1558,I notice that toward the end of the day is generally when I start feeling really doubtful.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I notice that toward the end of the day is generally when I start feeling really doubtful. [/INST]",negative
1559,"Reaching a half century young, I can't even believe that I feel so terrific.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Reaching a half century young, I can't even believe that I feel so terrific. [/INST]",positive
1560,"This month, I feel practically virtuous for not exceeding my target of only buying things.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: This month, I feel practically virtuous for not exceeding my target of only buying things. [/INST]",positive
1561,"Feeling calm and better, I could feel myself getting.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling calm and better, I could feel myself getting. [/INST]",positive
1562,"I feel like the th photo, which doesn't even look like him, is real cute so I had to share.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel like the th photo, which doesn't even look like him, is real cute so I had to share. [/INST]",positive
1564,"A genre held in regard by many emerging photographers, I have a lot of respect for this kind of photography, more than what I feel towards that fake sort of thing consisting mostly of fog effects and girls who look just out of a Lewis Carroll's novel.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: A genre held in regard by many emerging photographers, I have a lot of respect for this kind of photography, more than what I feel towards that fake sort of thing consisting mostly of fog effects and girls who look just out of a Lewis Carroll's novel. [/INST]",positive
1565,"In a sea of pretty girls, I just feel discouraged because the industry is enormous, what makes me special.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: In a sea of pretty girls, I just feel discouraged because the industry is enormous, what makes me special. [/INST]",negative
1566,"Told about the recent annoying events, Katie informed us all.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Told about the recent annoying events, Katie informed us all. [/INST]",positive
1567,"Told us all about the recent heartbreaking events, Amanda.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Told us all about the recent heartbreaking events, Amanda. [/INST]",negative
1568,"In a heartbreaking situation, Alan found himself.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: In a heartbreaking situation, Alan found himself. [/INST]",positive
1570,I no longer feel any bitter feelings for the fans that drove me out of the fandom either.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I no longer feel any bitter feelings for the fans that drove me out of the fandom either. [/INST]",positive
1571,"On Monday, feeling pretty confident, I will get up and slip into the water at masters swim and enjoy my time with everyone there.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: On Monday, feeling pretty confident, I will get up and slip into the water at masters swim and enjoy my time with everyone there. [/INST]",positive
1572,"Having been suffering from acid reflux for weeks, I was feeling more hopeless than desperate.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Having been suffering from acid reflux for weeks, I was feeling more hopeless than desperate. [/INST]",negative
1573,"Crawling up my back, I didn't take the time to count the money partly because the cashier was already ringing up the next customer and I was feeling a bit rushed and in the way with the next person in line.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Crawling up my back, I didn't take the time to count the money partly because the cashier was already ringing up the next customer and I was feeling a bit rushed and in the way with the next person in line. [/INST]",negative
1574,"Still, I don't feel devastated by the breakup.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Still, I don't feel devastated by the breakup. [/INST]",positive
1575,"Unable to quiet my heart, I would not feel regretful, rather, if I were not told of this news now.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Unable to quiet my heart, I would not feel regretful, rather, if I were not told of this news now. [/INST]",positive
1576,"By being the hands, the eyes, the legs, and the voice of supporting the individuals that I have been blessed to know and support, I have stayed at Heritage Christian because of the fulfillment that I feel in doing Christ's work in action.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: By being the hands, the eyes, the legs, and the voice of supporting the individuals that I have been blessed to know and support, I have stayed at Heritage Christian because of the fulfillment that I feel in doing Christ's work in action. [/INST]",positive
1577,"In a great situation, my uncle found himself.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: In a great situation, my uncle found himself. [/INST]",positive
1579,"Often, I look around and feel very overwhelmed.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Often, I look around and feel very overwhelmed. [/INST]",negative
1580,"Told us all about the recent funny events, Harry.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Told us all about the recent funny events, Harry. [/INST]",positive
1581,"Feeling ecstatic, Malik made me.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling ecstatic, Malik made me. [/INST]",positive
1584,"Feeling unwelcome and mostly being shunned, I suppose it all goes along with.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling unwelcome and mostly being shunned, I suppose it all goes along with. [/INST]",negative
1585,"Feeling shamed in a way, but in another way, I just don't care anymore.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling shamed in a way, but in another way, I just don't care anymore. [/INST]",negative
1588,"All about the recent depressing events, Torrance told us.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: All about the recent depressing events, Torrance told us. [/INST]",negative
1589,"Feeling irritated, the situation makes my boyfriend.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling irritated, the situation makes my boyfriend. [/INST]",negative
1590,"I'm just feeling completely drained right now, but tomorrow I think about them, and was already a bit frustrated and tired.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I'm just feeling completely drained right now, but tomorrow I think about them, and was already a bit frustrated and tired. [/INST]",negative
1591,"Feeling jubilant, I have just finished my jubilation piece.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling jubilant, I have just finished my jubilation piece. [/INST]",positive
1592,"Told us all about the recent gloomy events, Harry.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Told us all about the recent gloomy events, Harry. [/INST]",positive
1594,"Feeling miserable, Kristin made me.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling miserable, Kristin made me. [/INST]",negative
1595,"Feeling really keen on her, I was looking at her and leaning a bit forward.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling really keen on her, I was looking at her and leaning a bit forward. [/INST]",positive
1597,"Either because I am confused about my feeling or because I feel inadequate about myself, I have remained quiet about my liking for them to whom I was fond of.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Either because I am confused about my feeling or because I feel inadequate about myself, I have remained quiet about my liking for them to whom I was fond of. [/INST]",negative
1598,"In an annoying situation, Alphonse found himself.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: In an annoying situation, Alphonse found himself. [/INST]",positive
1599,"I feel isolated and overwhelmed by the lie, causing me to abandon any project that a class zem slink title god href http en.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel isolated and overwhelmed by the lie, causing me to abandon any project that a class zem slink title god href http en. [/INST]",negative
1600,"Feeling submissive, I don't speak more than a few words of the local language and have to rely on him to translate the conversations for me.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling submissive, I don't speak more than a few words of the local language and have to rely on him to translate the conversations for me. [/INST]",negative
1601,"Without any sense of direction, longing, or life goals, I feel like I've been running around.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Without any sense of direction, longing, or life goals, I feel like I've been running around. [/INST]",negative
1602,"After being presented with a task, I tried to pinpoint the exact thought that made me feel crappy.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: After being presented with a task, I tried to pinpoint the exact thought that made me feel crappy. [/INST]",negative
1603,"Feeling happy, Darnell made me.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling happy, Darnell made me. [/INST]",positive
1605,"To be honest, I remember feeling loved, beautiful, special, and sweaty.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: To be honest, I remember feeling loved, beautiful, special, and sweaty. [/INST]",positive
1607,"On a day like this, I feel less useless, lol.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: On a day like this, I feel less useless, lol. [/INST]",positive
1609,"When the sun shines, I do feel more productive.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: When the sun shines, I do feel more productive. [/INST]",positive
1611,It's kind of weird to not be able to call you by name now that I can feel you moving every day.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: It's kind of weird to not be able to call you by name now that I can feel you moving every day. [/INST]",positive
1612,"After I finish them, I almost always feel dissatisfied with novels.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: After I finish them, I almost always feel dissatisfied with novels. [/INST]",negative
1613,"Realizing that clothing is made in all sizes, I do not have to look like a model to feel more acceptable to myself.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Realizing that clothing is made in all sizes, I do not have to look like a model to feel more acceptable to myself. [/INST]",positive
1614,"Feeling as if I am the beloved, I am preparing herself for the wedding.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling as if I am the beloved, I am preparing herself for the wedding. [/INST]",positive
1615,"In a funny situation, Kristin found herself.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: In a funny situation, Kristin found herself. [/INST]",positive
1616,"Feeling a little vulnerable, I guess, because I have to undergo all these physical changes in front of the whole world seems a little daunting.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling a little vulnerable, I guess, because I have to undergo all these physical changes in front of the whole world seems a little daunting. [/INST]",negative
1617,"Told us all about the recent hilarious events, Ellen.",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Told us all about the recent hilarious events, Ellen. [/INST]",positive
1618,"Feeling heartbroken at the prospect, I appeared in his office stony expression back on my face, prepared to sever ties with the man.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Feeling heartbroken at the prospect, I appeared in his office stony expression back on my face, prepared to sever ties with the man. [/INST]",negative
1619,"Honestly, I do not feel discouraged today as I usually do.",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Honestly, I do not feel discouraged today as I usually do. [/INST]",positive
